# G2043631.mdx  size=369,503 B  records=6562
0x00000864	iocp0
0x00040e79	did_de01_subfield_7_data_def_enum_13
0x00040ea9	NL7T-9E740-B* + NL7T-9E740-E*
0x00040ec8	did_de01_subfield_7_data_def_enum_14
0x00040ef8	MB6T-14K147-A*
0x00040f08	did_de01_subfield_7_data_def_enum_15
0x00040f38	MB6T-14K147-B*
0x00040f48	did_de01_subfield_7_data_def_enum_16
0x00040f7c	did_de01_subfield_7_data_def_enum_17
0x00040fb0	did_de01_subfield_7_data_def_enum_18
0x00040fe4	did_de01_subfield_7_data_def_enum_19
0x00041018	did_de01_subfield_7_data_def_enum_20
0x0004104c	did_de01_subfield_7_data_def_enum_21
0x00041080	did_de01_subfield_7_data_def_enum_22
0x000410b4	did_de01_subfield_7_data_def_enum_23
0x000410e8	did_de01_subfield_7_data_def_enum_24
0x0004111c	did_de01_subfield_7_data_def_enum_25
0x00041150	did_de01_subfield_7_data_def_enum_26
0x00041184	did_de01_subfield_7_data_def_enum_27
0x000411b8	did_de01_subfield_7_data_def_enum_28
0x000411ec	did_de01_subfield_7_data_def_enum_29
0x00041220	did_de01_subfield_7_data_def_enum_30
0x00041254	did_de01_subfield_7_data_def_enum_31
0x00041288	did_de01_subfield_7_data_def_enum_32
0x000412be	did_de01_subfield_7_data_def
0x000412e9	did_DE01_subfield_7
0x000412fe	SteeringWheelSwitchRight
0x00041341	did_de01_subfield_8_data_def_enum_1
0x00041374	did_de01_subfield_8_data_def_enum_2
0x000413a9	did_de01_subfield_8_data_def
0x000413d4	did_DE01_subfield_8
0x000413e9	WithLaneKeepingAid
0x00041422	Undefined
0x0004142d	did_de01_subfield_9_data_def_enum_1
0x0004145c	No AHB Feature
0x0004146c	did_de01_subfield_9_data_def_enum_2
0x0004149b	AHBC
0x000414a1	did_de01_subfield_9_data_def_enum_3
0x000414d0	GFHB
0x000414d6	did_de01_subfield_9_data_def_enum_4
0x00041505	ADB
0x0004150a	did_de01_subfield_9_data_def_enum_5
0x0004153f	did_de01_subfield_9_data_def
0x0004156a	did_DE01_subfield_9
0x0004157f	AHB_Feature
0x000415fe	did_de01_subfield_10_data_def
0x0004162a	did_DE01_subfield_10
0x00041640	HswGainProportionalPart
0x000416ad	did_de01_subfield_11_data_def
0x000416d9	did_DE01_subfield_11
0x000416ef	HswGainIntegralPart
0x0004172f	did_de01_subfield_12_data_def_enum_1
0x00041765	did_de01_subfield_12_data_def_enum_2
0x0004179b	did_de01_subfield_12_data_def_enum_3
0x000417d1	did_de01_subfield_12_data_def_enum_4
0x00041807	did_de01_subfield_12_data_def_enum_5
0x0004183d	did_de01_subfield_12_data_def_enum_6
0x00041873	did_de01_subfield_12_data_def_enum_7
0x000418a9	did_de01_subfield_12_data_def_enum_8
0x000418df	did_de01_subfield_12_data_def_enum_9
0x00041915	did_de01_subfield_12_data_def_enum_10
0x0004194c	did_de01_subfield_12_data_def_enum_11
0x00041983	did_de01_subfield_12_data_def_enum_12
0x000419ba	did_de01_subfield_12_data_def_enum_13
0x000419f1	did_de01_subfield_12_data_def_enum_14
0x00041a28	did_de01_subfield_12_data_def_enum_15
0x00041a5f	did_de01_subfield_12_data_def_enum_16
0x00041a91	0x0B
0x00041a98	did_de01_subfield_12_data_def
0x00041ac4	did_DE01_subfield_12
0x00041ada	HswTempSetPointLevel_3
0x00041b17	Disabled
0x00041b21	did_de01_subfield_13_data_def_enum_1
0x00041b51	Enabled
0x00041b5a	did_de01_subfield_13_data_def_enum_2
0x00041b90	did_de01_subfield_13_data_def
0x00041bbc	did_DE01_subfield_13
0x00041bd2	WithTiltTele
0x00041bfe	did_de01_subfield_14_data_def
0x00041c2a	did_DE01_subfield_14
0x00041c40	DrvInputRequiredTimer
0x00041c5f	did_DE01
0x00041c69	Static Data
0x00041eb9	session_01
0x00041ec5	defaultSession
0x00041fd0	session_03
0x00041fdc	extendedDiagnosticSession
0x00041ffc	service_22_p4_max_00
0x0004216f	session_02
0x0004217b	programmingSession
0x00042194	service_22_p4_max_01
0x000421f7	nrc_13
0x000421ff	incorrectMessageLengthOrInvalidFormat
0x0004223d	nrc_14
0x00042245	responseTooLong
0x0004226d	nrc_22
0x00042275	conditionsNotCorrect
0x000422a2	nrc_31
0x000422aa	requestOutOfRange
0x000422d4	nrc_86
0x000422dc	temperatureTooHigh
0x00042307	nrc_87
0x0004230f	temperatureTooLow
0x00042339	nrc_88
0x00042341	vehicleSpeedTooHigh
0x0004236d	nrc_92
0x00042375	voltageTooHigh
0x0004239c	nrc_93
0x000423a4	voltageTooLow
0x000423cc	service_22
0x000423d8	ReadDataByIdentifier
0x0004247b	Disable
0x00042484	did_de02_subfield_1_data_def_enum_1
0x000424b3	Enable
0x000424bb	did_de02_subfield_1_data_def_enum_2
0x000424eb	0x00
0x000424f2	did_de02_subfield_1_data_def
0x0004251d	did_DE02_subfield_1
0x00042532	SCMCourtesyWipeEnable_Cfg
0x00042576	did_de02_subfield_2_data_def_enum_1
0x000425a9	did_de02_subfield_2_data_def_enum_2
0x000425de	did_de02_subfield_2_data_def
0x00042609	did_DE02_subfield_2
0x0004261e	SCMRainSensingEnable_Cfg
0x00042661	did_de02_subfield_3_data_def_enum_1
0x00042694	did_de02_subfield_3_data_def_enum_2
0x000426c4	0x01
0x000426cb	did_de02_subfield_3_data_def
0x000426f6	did_DE02_subfield_3
0x0004270b	SCMRrWipeReverseWipe_Cfg
0x0004272d	did_DE02
0x00042737	Dynamic Data
0x00042989	session_01
0x00042995	defaultSession
0x00042aa0	session_03
0x00042aac	extendedDiagnosticSession
0x00042acc	service_22_p4_max_00
0x00042c3f	session_02
0x00042c4b	programmingSession
0x00042c64	service_22_p4_max_01
0x00042cc7	nrc_13
0x00042ccf	incorrectMessageLengthOrInvalidFormat
0x00042d0d	nrc_14
0x00042d15	responseTooLong
0x00042d3d	nrc_22
0x00042d45	conditionsNotCorrect
0x00042d72	nrc_31
0x00042d7a	requestOutOfRange
0x00042da4	nrc_86
0x00042dac	temperatureTooHigh
0x00042dd7	nrc_87
0x00042ddf	temperatureTooLow
0x00042e09	nrc_88
0x00042e11	vehicleSpeedTooHigh
0x00042e3d	nrc_92
0x00042e45	voltageTooHigh
0x00042e6c	nrc_93
0x00042e74	voltageTooLow
0x00042e9c	service_22
0x00042ea8	ReadDataByIdentifier
0x00042f8c	did_ee00_subfield_1_data_def
0x00042fb7	did_EE00_subfield_1
0x00042fcc	Steering Wheel CLC Integral value
0x00042ff7	did_EE00
0x00043001	Steering Wheel CLC Integral value
0x0004327d	session_01
0x00043289	defaultSession
0x00043394	session_03
0x000433a0	extendedDiagnosticSession
0x000433c0	service_22_p4_max_00
0x00043533	session_02
0x0004353f	programmingSession
0x00043558	service_22_p4_max_01
0x000435bb	nrc_13
0x000435c3	incorrectMessageLengthOrInvalidFormat
0x00043601	nrc_14
0x00043609	responseTooLong
0x00043631	nrc_22
0x00043639	conditionsNotCorrect
0x00043666	nrc_31
0x0004366e	requestOutOfRange
0x00043698	nrc_86
0x000436a0	temperatureTooHigh
0x000436cb	nrc_87
0x000436d3	temperatureTooLow
0x000436fd	nrc_88
0x00043705	vehicleSpeedTooHigh
0x00043731	nrc_92
0x00043739	voltageTooHigh
0x00043760	nrc_93
0x00043768	voltageTooLow
0x00043790	service_22
0x0004379c	ReadDataByIdentifier
0x00043880	did_ee01_subfield_1_data_def
0x000438ab	did_EE01_subfield_1
0x000438c0	Steering Wheel CLC Proportional value
0x000438ef	did_EE01
0x000438f9	Steering Wheel CLC Proportional value
0x00043b7d	session_01
0x00043b89	defaultSession
0x00043c94	session_03
0x00043ca0	extendedDiagnosticSession
0x00043cc0	service_22_p4_max_00
0x00043e33	session_02
0x00043e3f	programmingSession
0x00043e58	service_22_p4_max_01
0x00043ebb	nrc_13
0x00043ec3	incorrectMessageLengthOrInvalidFormat
0x00043f01	nrc_14
0x00043f09	responseTooLong
0x00043f31	nrc_22
0x00043f39	conditionsNotCorrect
0x00043f66	nrc_31
0x00043f6e	requestOutOfRange
0x00043f98	nrc_86
0x00043fa0	temperatureTooHigh
0x00043fcb	nrc_87
0x00043fd3	temperatureTooLow
0x00043ffd	nrc_88
0x00044005	vehicleSpeedTooHigh
0x00044031	nrc_92
0x00044039	voltageTooHigh
0x00044060	nrc_93
0x00044068	voltageTooLow
0x00044090	service_22
0x0004409c	ReadDataByIdentifier
0x00044133	Ok
0x00044137	did_ee02_subfield_1_data_def_enum_1
0x00044166	Error
0x0004416d	did_ee02_subfield_1_data_def_enum_2
0x0004419f	did_ee02_subfield_1_data_def
0x000441ca	did_EE02_subfield_1
0x000441df	Error_Warning
0x00044213	No Fault
0x0004421d	did_ee02_subfield_2_data_def_enum_1
0x0004424c	Fault
0x00044253	did_ee02_subfield_2_data_def_enum_2
0x00044285	did_ee02_subfield_2_data_def
0x000442b0	did_EE02_subfield_2
0x000442c5	HSW_HtrElShrtG
0x000442fe	did_ee02_subfield_3_data_def_enum_1
0x00044331	did_ee02_subfield_3_data_def_enum_2
0x00044363	did_ee02_subfield_3_data_def
0x0004438e	did_EE02_subfield_3
0x000443a3	HSW_HtrElShrtB
0x000443dc	did_ee02_subfield_4_data_def_enum_1
0x0004440f	did_ee02_subfield_4_data_def_enum_2
0x00044441	did_ee02_subfield_4_data_def
0x0004446c	did_EE02_subfield_4
0x00044481	HSW_TeSnsShrtG
0x000444ba	did_ee02_subfield_5_data_def_enum_1
0x000444ed	did_ee02_subfield_5_data_def_enum_2
0x0004451f	did_ee02_subfield_5_data_def
0x0004454a	did_EE02_subfield_5
0x0004455f	HSW_TeSnsShrtB
0x00044598	did_ee02_subfield_6_data_def_enum_1
0x000445cb	did_ee02_subfield_6_data_def_enum_2
0x000445fd	did_ee02_subfield_6_data_def
0x00044628	did_EE02_subfield_6
0x0004463d	HSW_IntElFault
0x00044676	did_ee02_subfield_7_data_def_enum_1
0x000446a9	did_ee02_subfield_7_data_def_enum_2
0x000446db	did_ee02_subfield_7_data_def
0x00044706	did_EE02_subfield_7
0x0004471b	Undervoltage
0x00044752	did_ee02_subfield_8_data_def_enum_1
0x00044785	did_ee02_subfield_8_data_def_enum_2
0x000447b7	did_ee02_subfield_8_data_def
0x000447e2	did_EE02_subfield_8
0x000447f7	Overvoltage
0x00044829	Reliable
0x00044833	did_ee02_subfield_9_data_def_enum_1
0x00044862	Not reliable
0x00044870	did_ee02_subfield_9_data_def_enum_2
0x000448a2	did_ee02_subfield_9_data_def
0x000448cd	did_EE02_subfield_9
0x000448e2	TeSnsPlausibility
0x0004491a	Inactive
0x00044924	did_ee02_subfield_10_data_def_enum_1
0x00044954	Active
0x0004495c	did_ee02_subfield_10_data_def_enum_2
0x0004498f	did_ee02_subfield_10_data_def
0x000449bb	did_EE02_subfield_10
0x000449d1	CLCsuspendMode
0x00044a0a	did_ee02_subfield_11_data_def_enum_1
0x00044a3e	did_ee02_subfield_11_data_def_enum_2
0x00044a71	did_ee02_subfield_11_data_def
0x00044a9d	did_EE02_subfield_11
0x00044ab3	CLCmaxCurrent
0x00044ae7	Off
0x00044aec	did_ee02_subfield_12_data_def_enum_1
0x00044b1c	On
0x00044b20	did_ee02_subfield_12_data_def_enum_2
0x00044b53	did_ee02_subfield_12_data_def
0x00044b7f	did_EE02_subfield_12
0x00044b95	InterlockControl
0x00044bd0	did_ee02_subfield_13_data_def_enum_1
0x00044c04	did_ee02_subfield_13_data_def_enum_2
0x00044c37	did_ee02_subfield_13_data_def
0x00044c63	did_EE02_subfield_13
0x00044c79	ClosedLoopControl
0x00044cb5	did_ee02_subfield_14_data_def_enum_1
0x00044ce9	did_ee02_subfield_14_data_def_enum_2
0x00044d1c	did_ee02_subfield_14_data_def
0x00044d48	did_EE02_subfield_14
0x00044d5e	Error_Unhealable
0x00044d99	did_ee02_subfield_15_data_def_enum_1
0x00044dcd	did_ee02_subfield_15_data_def_enum_2
0x00044e00	did_ee02_subfield_15_data_def
0x00044e2c	did_EE02_subfield_15
0x00044e42	Error_Healable
0x00044e5a	did_EE02
0x00044e64	Steering Wheel Heater Control Status
0x000450e6	session_01
0x000450f2	defaultSession
0x000451fd	session_03
0x00045209	extendedDiagnosticSession
0x00045229	service_22_p4_max_00
0x0004539c	session_02
0x000453a8	programmingSession
0x000453c1	service_22_p4_max_01
0x00045424	nrc_13
0x0004542c	incorrectMessageLengthOrInvalidFormat
0x0004546a	nrc_14
0x00045472	responseTooLong
0x0004549a	nrc_22
0x000454a2	conditionsNotCorrect
0x000454cf	nrc_31
0x000454d7	requestOutOfRange
0x00045501	nrc_86
0x00045509	temperatureTooHigh
0x00045534	nrc_87
0x0004553c	temperatureTooLow
0x00045566	nrc_88
0x0004556e	vehicleSpeedTooHigh
0x0004559a	nrc_92
0x000455a2	voltageTooHigh
0x000455c9	nrc_93
0x000455d1	voltageTooLow
0x000455f9	service_22
0x00045605	ReadDataByIdentifier
0x00045695	did_ee04_subfield_1_data_def
0x000456c0	did_EE04_subfield_1
0x000456d5	Wiper Switch Pack Status
0x000456f7	did_EE04
0x00045701	Wiper Switch Pack Status
0x0004596b	session_01
0x00045977	defaultSession
0x00045a82	session_03
0x00045a8e	extendedDiagnosticSession
0x00045aae	service_22_p4_max_00
0x00045c21	session_02
0x00045c2d	programmingSession
0x00045c46	service_22_p4_max_01
0x00045ca9	nrc_13
0x00045cb1	incorrectMessageLengthOrInvalidFormat
0x00045cef	nrc_14
0x00045cf7	responseTooLong
0x00045d1f	nrc_22
0x00045d27	conditionsNotCorrect
0x00045d54	nrc_31
0x00045d5c	requestOutOfRange
0x00045d86	nrc_86
0x00045d8e	temperatureTooHigh
0x00045db9	nrc_87
0x00045dc1	temperatureTooLow
0x00045deb	nrc_88
0x00045df3	vehicleSpeedTooHigh
0x00045e1f	nrc_92
0x00045e27	voltageTooHigh
0x00045e4e	nrc_93
0x00045e56	voltageTooLow
0x00045e7e	service_22
0x00045e8a	ReadDataByIdentifier
0x00045f1e	did_ee05_subfield_1_data_def
0x00045f49	did_EE05_subfield_1
0x00045f5e	Index
0x00045f87	did_ee05_subfield_2_data_def
0x00045fb2	did_EE05_subfield_2
0x00045fc7	Byte 0
0x00045ff1	did_ee05_subfield_3_data_def
0x0004601c	did_EE05_subfield_3
0x00046031	Byte 1
0x0004605b	did_ee05_subfield_4_data_def
0x00046086	did_EE05_subfield_4
0x0004609b	Byte 2
0x000460c5	did_ee05_subfield_5_data_def
0x000460f0	did_EE05_subfield_5
0x00046105	Byte 3
0x0004612f	did_ee05_subfield_6_data_def
0x0004615a	did_EE05_subfield_6
0x0004616f	Byte 4
0x00046199	did_ee05_subfield_7_data_def
0x000461c4	did_EE05_subfield_7
0x000461d9	Byte 5
0x00046203	did_ee05_subfield_8_data_def
0x0004622e	did_EE05_subfield_8
0x00046243	Byte 6
0x0004626d	did_ee05_subfield_9_data_def
0x00046298	did_EE05_subfield_9
0x000462ad	Byte 7
0x000462d7	did_ee05_subfield_10_data_def
0x00046303	did_EE05_subfield_10
0x00046319	Byte 8
0x00046343	did_ee05_subfield_11_data_def
0x0004636f	did_EE05_subfield_11
0x00046385	Byte 9
0x000463af	did_ee05_subfield_12_data_def
0x000463db	did_EE05_subfield_12
0x000463f1	Byte 10
0x0004641c	did_ee05_subfield_13_data_def
0x00046448	did_EE05_subfield_13
0x0004645e	Byte 11
0x00046489	did_ee05_subfield_14_data_def
0x000464b5	did_EE05_subfield_14
0x000464cb	Byte 12
0x000464f6	did_ee05_subfield_15_data_def
0x00046522	did_EE05_subfield_15
0x00046538	Byte 13
0x00046563	did_ee05_subfield_16_data_def
0x0004658f	did_EE05_subfield_16
0x000465a5	Byte 14
0x000465d0	did_ee05_subfield_17_data_def
0x000465fc	did_EE05_subfield_17
0x00046612	Byte 15
0x0004663d	did_ee05_subfield_18_data_def
0x00046669	did_EE05_subfield_18
0x0004667f	Byte 16
0x000466aa	did_ee05_subfield_19_data_def
0x000466d6	did_EE05_subfield_19
0x000466ec	Byte 17
0x00046717	did_ee05_subfield_20_data_def
0x00046743	did_EE05_subfield_20
0x00046759	Byte 18
0x00046784	did_ee05_subfield_21_data_def
0x000467b0	did_EE05_subfield_21
0x000467c6	Byte 19
0x000467f1	did_ee05_subfield_22_data_def
0x0004681d	did_EE05_subfield_22
0x00046833	Byte 20
0x0004685e	did_ee05_subfield_23_data_def
0x0004688a	did_EE05_subfield_23
0x000468a0	Byte 21
0x000468cb	did_ee05_subfield_24_data_def
0x000468f7	did_EE05_subfield_24
0x0004690d	Byte 22
0x00046938	did_ee05_subfield_25_data_def
0x00046964	did_EE05_subfield_25
0x0004697a	Byte 23
0x000469a5	did_ee05_subfield_26_data_def
0x000469d1	did_EE05_subfield_26
0x000469e7	Byte 24
0x00046a12	did_ee05_subfield_27_data_def
0x00046a3e	did_EE05_subfield_27
0x00046a54	Byte 25
0x00046a7f	did_ee05_subfield_28_data_def
0x00046aab	did_EE05_subfield_28
0x00046ac1	Byte 26
0x00046aec	did_ee05_subfield_29_data_def
0x00046b18	did_EE05_subfield_29
0x00046b2e	Byte 27
0x00046b59	did_ee05_subfield_30_data_def
0x00046b85	did_EE05_subfield_30
0x00046b9b	Byte 28
0x00046bc6	did_ee05_subfield_31_data_def
0x00046bf2	did_EE05_subfield_31
0x00046c08	Byte 29
0x00046c33	did_ee05_subfield_32_data_def
0x00046c5f	did_EE05_subfield_32
0x00046c75	Byte 30
0x00046ca0	did_ee05_subfield_33_data_def
0x00046ccc	did_EE05_subfield_33
0x00046ce2	Byte 31
0x00046d0d	did_ee05_subfield_34_data_def
0x00046d39	did_EE05_subfield_34
0x00046d4f	Byte 32
0x00046d7a	did_ee05_subfield_35_data_def
0x00046da6	did_EE05_subfield_35
0x00046dbc	Byte 33
0x00046de7	did_ee05_subfield_36_data_def
0x00046e13	did_EE05_subfield_36
0x00046e29	Byte 34
0x00046e54	did_ee05_subfield_37_data_def
0x00046e80	did_EE05_subfield_37
0x00046e96	Byte 35
0x00046ebd	did_ee05_subfield_38_data_def
0x00046ee9	did_EE05_subfield_38
0x00046eff	Byte 36
0x00046f26	did_ee05_subfield_39_data_def
0x00046f52	did_EE05_subfield_39
0x00046f68	Byte 37
0x00046f8f	did_ee05_subfield_40_data_def
0x00046fbb	did_EE05_subfield_40
0x00046fd1	Byte 38
0x00046ff8	did_ee05_subfield_41_data_def
0x00047024	did_EE05_subfield_41
0x0004703a	Byte 39
0x00047061	did_ee05_subfield_42_data_def
0x0004708d	did_EE05_subfield_42
0x000470a3	Byte 40
0x000470ca	did_ee05_subfield_43_data_def
0x000470f6	did_EE05_subfield_43
0x0004710c	Byte 41
0x00047133	did_ee05_subfield_44_data_def
0x0004715f	did_EE05_subfield_44
0x00047175	Byte 42
0x0004719c	did_ee05_subfield_45_data_def
0x000471c8	did_EE05_subfield_45
0x000471de	Byte 43
0x00047205	did_ee05_subfield_46_data_def
0x00047231	did_EE05_subfield_46
0x00047247	Byte 44
0x0004726e	did_ee05_subfield_47_data_def
0x0004729a	did_EE05_subfield_47
0x000472b0	Byte 45
0x000472d7	did_ee05_subfield_48_data_def
0x00047303	did_EE05_subfield_48
0x00047319	Byte 46
0x00047340	did_ee05_subfield_49_data_def
0x0004736c	did_EE05_subfield_49
0x00047382	Byte 47
0x000473a9	did_ee05_subfield_50_data_def
0x000473d5	did_EE05_subfield_50
0x000473eb	Byte 48
0x00047412	did_ee05_subfield_51_data_def
0x0004743e	did_EE05_subfield_51
0x00047454	Byte 49
0x0004747b	did_ee05_subfield_52_data_def
0x000474a7	did_EE05_subfield_52
0x000474bd	Byte 50
0x000474e4	did_ee05_subfield_53_data_def
0x00047510	did_EE05_subfield_53
0x00047526	Byte 51
0x00047537	did_EE05
0x00047541	Wiper Switch Pack Status Shadow
0x000477b9	session_01
0x000477c5	defaultSession
0x000478d0	session_03
0x000478dc	extendedDiagnosticSession
0x000478fc	service_22_p4_max_00
0x00047a6f	session_02
0x00047a7b	programmingSession
0x00047a94	service_22_p4_max_01
0x00047af7	nrc_13
0x00047aff	incorrectMessageLengthOrInvalidFormat
0x00047b3d	nrc_14
0x00047b45	responseTooLong
0x00047b6d	nrc_22
0x00047b75	conditionsNotCorrect
0x00047ba2	nrc_31
0x00047baa	requestOutOfRange
0x00047bd4	nrc_86
0x00047bdc	temperatureTooHigh
0x00047c07	nrc_87
0x00047c0f	temperatureTooLow
0x00047c39	nrc_88
0x00047c41	vehicleSpeedTooHigh
0x00047c6d	nrc_92
0x00047c75	voltageTooHigh
0x00047c9c	nrc_93
0x00047ca4	voltageTooLow
0x00047ccc	service_22
0x00047cd8	ReadDataByIdentifier
0x00047d6c	did_ee06_subfield_1_data_def
0x00047d97	did_EE06_subfield_1
0x00047dac	Data01
0x00047dd6	did_ee06_subfield_2_data_def
0x00047e01	did_EE06_subfield_2
0x00047e16	Data02
0x00047e40	did_ee06_subfield_3_data_def
0x00047e6b	did_EE06_subfield_3
0x00047e80	Data03
0x00047eaa	did_ee06_subfield_4_data_def
0x00047ed5	did_EE06_subfield_4
0x00047eea	Data04
0x00047f14	did_ee06_subfield_5_data_def
0x00047f3f	did_EE06_subfield_5
0x00047f54	Data05
0x00047f7e	did_ee06_subfield_6_data_def
0x00047fa9	did_EE06_subfield_6
0x00047fbe	Data06
0x00047fe8	did_ee06_subfield_7_data_def
0x00048013	did_EE06_subfield_7
0x00048028	Data07
0x00048052	did_ee06_subfield_8_data_def
0x0004807d	did_EE06_subfield_8
0x00048092	Data08
0x000480bc	did_ee06_subfield_9_data_def
0x000480e7	did_EE06_subfield_9
0x000480fc	Data09
0x00048126	did_ee06_subfield_10_data_def
0x00048152	did_EE06_subfield_10
0x00048168	Data10
0x00048192	did_ee06_subfield_11_data_def
0x000481be	did_EE06_subfield_11
0x000481d4	Data11
0x000481fe	did_ee06_subfield_12_data_def
0x0004822a	did_EE06_subfield_12
0x00048240	Data12
0x0004826a	did_ee06_subfield_13_data_def
0x00048296	did_EE06_subfield_13
0x000482ac	Data13
0x000482d2	did_ee06_subfield_14_data_def
0x000482fe	did_EE06_subfield_14
0x00048314	Data14
0x0004833a	did_ee06_subfield_15_data_def
0x00048366	did_EE06_subfield_15
0x0004837c	Data15
0x000483a2	did_ee06_subfield_16_data_def
0x000483ce	did_EE06_subfield_16
0x000483e4	Data16
0x0004840a	did_ee06_subfield_17_data_def
0x00048436	did_EE06_subfield_17
0x0004844c	Data17
0x00048472	did_ee06_subfield_18_data_def
0x0004849e	did_EE06_subfield_18
0x000484b4	Data18
0x000484da	did_ee06_subfield_19_data_def
0x00048506	did_EE06_subfield_19
0x0004851c	Data19
0x00048542	did_ee06_subfield_20_data_def
0x0004856e	did_EE06_subfield_20
0x00048584	Data20
0x000485aa	did_ee06_subfield_21_data_def
0x000485d6	did_EE06_subfield_21
0x000485ec	Data21
0x000485fc	did_EE06
0x00048606	Data Set 0
0x00048854	session_01
0x00048860	defaultSession
0x0004896b	session_03
0x00048977	extendedDiagnosticSession
0x00048997	service_22_p4_max_00
0x00048b0a	session_02
0x00048b16	programmingSession
0x00048b2f	service_22_p4_max_01
0x00048b92	nrc_13
0x00048b9a	incorrectMessageLengthOrInvalidFormat
0x00048bd8	nrc_14
0x00048be0	responseTooLong
0x00048c08	nrc_22
0x00048c10	conditionsNotCorrect
0x00048c3d	nrc_31
0x00048c45	requestOutOfRange
0x00048c6f	nrc_86
0x00048c77	temperatureTooHigh
0x00048ca2	nrc_87
0x00048caa	temperatureTooLow
0x00048cd4	nrc_88
0x00048cdc	vehicleSpeedTooHigh
0x00048d08	nrc_92
0x00048d10	voltageTooHigh
0x00048d37	nrc_93
0x00048d3f	voltageTooLow
0x00048d67	service_22
0x00048d73	ReadDataByIdentifier
0x00048e57	did_ee07_subfield_1_data_def
0x00048e82	did_EE07_subfield_1
0x00048e97	Heater Supply Voltage
0x00048eb6	did_EE07
0x00048ec0	Heater Supply Voltage
0x00049124	session_01
0x00049130	defaultSession
0x0004923b	session_03
0x00049247	extendedDiagnosticSession
0x00049267	service_22_p4_max_00
0x000493da	session_02
0x000493e6	programmingSession
0x000493ff	service_22_p4_max_01
0x00049462	nrc_13
0x0004946a	incorrectMessageLengthOrInvalidFormat
0x000494a8	nrc_14
0x000494b0	responseTooLong
0x000494d8	nrc_22
0x000494e0	conditionsNotCorrect
0x0004950d	nrc_31
0x00049515	requestOutOfRange
0x0004953f	nrc_86
0x00049547	temperatureTooHigh
0x00049572	nrc_87
0x0004957a	temperatureTooLow
0x000495a4	nrc_88
0x000495ac	vehicleSpeedTooHigh
0x000495d8	nrc_92
0x000495e0	voltageTooHigh
0x00049607	nrc_93
0x0004960f	voltageTooLow
0x00049637	service_22
0x00049643	ReadDataByIdentifier
0x000496d3	did_ee08_subfield_1_data_def
0x000496fe	did_EE08_subfield_1
0x00049713	Heater Ground Diag Digits
0x00049736	did_EE08
0x00049740	Heater Ground Diag Digits
0x000499ac	session_01
0x000499b8	defaultSession
0x00049ac3	session_03
0x00049acf	extendedDiagnosticSession
0x00049aef	service_22_p4_max_00
0x00049c62	session_02
0x00049c6e	programmingSession
0x00049c87	service_22_p4_max_01
0x00049cea	nrc_13
0x00049cf2	incorrectMessageLengthOrInvalidFormat
0x00049d30	nrc_14
0x00049d38	responseTooLong
0x00049d60	nrc_22
0x00049d68	conditionsNotCorrect
0x00049d95	nrc_31
0x00049d9d	requestOutOfRange
0x00049dc7	nrc_86
0x00049dcf	temperatureTooHigh
0x00049dfa	nrc_87
0x00049e02	temperatureTooLow
0x00049e2c	nrc_88
0x00049e34	vehicleSpeedTooHigh
0x00049e60	nrc_92
0x00049e68	voltageTooHigh
0x00049e8f	nrc_93
0x00049e97	voltageTooLow
0x00049ebf	service_22
0x00049ecb	ReadDataByIdentifier
0x00049f90	did_f110_subfield_1_data_def
0x00049fbb	did_F110_subfield_1
0x00049fd0	Subsystem Specific Diagnostic Specification Part Number
0x0004a011	did_F110
0x0004a01b	Subsystem Specific Diagnostic Specification Part Number
0x0004a2c3	session_01
0x0004a2cf	defaultSession
0x0004a3da	session_03
0x0004a3e6	extendedDiagnosticSession
0x0004a406	service_22_p4_max_00
0x0004a579	session_02
0x0004a585	programmingSession
0x0004a59e	service_22_p4_max_01
0x0004a601	nrc_13
0x0004a609	incorrectMessageLengthOrInvalidFormat
0x0004a647	nrc_14
0x0004a64f	responseTooLong
0x0004a677	nrc_22
0x0004a67f	conditionsNotCorrect
0x0004a6ac	nrc_31
0x0004a6b4	requestOutOfRange
0x0004a6de	nrc_86
0x0004a6e6	temperatureTooHigh
0x0004a711	nrc_87
0x0004a719	temperatureTooLow
0x0004a743	nrc_88
0x0004a74b	vehicleSpeedTooHigh
0x0004a777	nrc_92
0x0004a77f	voltageTooHigh
0x0004a7a6	nrc_93
0x0004a7ae	voltageTooLow
0x0004a7d6	service_22
0x0004a7e2	ReadDataByIdentifier
0x0004a8ab	did_f111_subfield_1_data_def
0x0004a8d6	did_F111_subfield_1
0x0004a8eb	ECU Core Assembly Number
0x0004a90d	did_F111
0x0004a917	ECU Core Assembly Number
0x0004ab81	session_01
0x0004ab8d	defaultSession
0x0004ac98	session_03
0x0004aca4	extendedDiagnosticSession
0x0004acc4	service_22_p4_max_00
0x0004ae37	session_02
0x0004ae43	programmingSession
0x0004ae5c	service_22_p4_max_01
0x0004aebf	nrc_13
0x0004aec7	incorrectMessageLengthOrInvalidFormat
0x0004af05	nrc_14
0x0004af0d	responseTooLong
0x0004af35	nrc_22
0x0004af3d	conditionsNotCorrect
0x0004af6a	nrc_31
0x0004af72	requestOutOfRange
0x0004af9c	nrc_86
0x0004afa4	temperatureTooHigh
0x0004afcf	nrc_87
0x0004afd7	temperatureTooLow
0x0004b001	nrc_88
0x0004b009	vehicleSpeedTooHigh
0x0004b035	nrc_92
