# G2400186.mdx  size=2,716,274 B  records=48731
0x00000a0f	session_02
0x001e244b	did_de14_subfield_124_data_def
0x001e2478	did_DE14_subfield_124
0x001e248f	XEVEnergyConsumptionDataAlert_PriorityID
0x001e24e6	did_de14_subfield_125_data_def_enum_1
0x001e251b	did_de14_subfield_125_data_def_enum_2
0x001e2552	did_de14_subfield_125_data_def
0x001e257f	did_DE14_subfield_125
0x001e2596	XEVEnergyConsumptionDataAlert_status
0x001e25e9	did_de14_subfield_126_data_def_enum_1
0x001e261e	did_de14_subfield_126_data_def_enum_2
0x001e2653	did_de14_subfield_126_data_def_enum_3
0x001e2688	did_de14_subfield_126_data_def_enum_4
0x001e26bf	did_de14_subfield_126_data_def
0x001e26ec	did_DE14_subfield_126
0x001e2703	RevokeTokenStatusAlert_qosLevel
0x001e2751	did_de14_subfield_127_data_def_enum_1
0x001e2782	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001e27d0	did_de14_subfield_127_data_def_enum_2
0x001e2805	did_de14_subfield_127_data_def_enum_3
0x001e2836	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001e2896	did_de14_subfield_127_data_def_enum_4
0x001e28c7	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001e2921	did_de14_subfield_127_data_def_enum_5
0x001e2952	Alert sent immediately; DRX continues; Connection time extended
0x001e2993	did_de14_subfield_127_data_def_enum_6
0x001e29c4	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001e2a1e	did_de14_subfield_127_data_def_enum_7
0x001e2a4f	Alert sent immediately; DRX continues; Connection time not extended
0x001e2a94	did_de14_subfield_127_data_def_enum_8
0x001e2acb	did_de14_subfield_127_data_def
0x001e2af8	did_DE14_subfield_127
0x001e2b0f	RevokeTokenStatusAlert_inDRXStatus
0x001e2b60	did_de14_subfield_128_data_def_enum_1
0x001e2b95	did_de14_subfield_128_data_def_enum_2
0x001e2bcc	did_de14_subfield_128_data_def
0x001e2bf9	did_DE14_subfield_128
0x001e2c10	RevokeTokenStatusAlert_inRoamingStatus
0x001e2c65	did_de14_subfield_129_data_def_enum_1
0x001e2c9a	did_de14_subfield_129_data_def_enum_2
0x001e2cd1	did_de14_subfield_129_data_def
0x001e2cfe	did_DE14_subfield_129
0x001e2d15	RevokeTokenStatusAlert_PriorityID
0x001e2d65	did_de14_subfield_130_data_def_enum_1
0x001e2d9a	did_de14_subfield_130_data_def_enum_2
0x001e2dd1	did_de14_subfield_130_data_def
0x001e2dfe	did_DE14_subfield_130
0x001e2e15	RevokeTokenStatusAlert_status
0x001e2e61	did_de14_subfield_131_data_def_enum_1
0x001e2e96	did_de14_subfield_131_data_def_enum_2
0x001e2ecb	did_de14_subfield_131_data_def_enum_3
0x001e2f00	did_de14_subfield_131_data_def_enum_4
0x001e2f37	did_de14_subfield_131_data_def
0x001e2f64	did_DE14_subfield_131
0x001e2f7b	OndemandOffPeakProcessFinishedAlert_qosLevel
0x001e2fd6	did_de14_subfield_132_data_def_enum_1
0x001e3007	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001e3055	did_de14_subfield_132_data_def_enum_2
0x001e308a	did_de14_subfield_132_data_def_enum_3
0x001e30bb	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001e311b	did_de14_subfield_132_data_def_enum_4
0x001e314c	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001e31a6	did_de14_subfield_132_data_def_enum_5
0x001e31d7	Alert sent immediately; DRX continues; Connection time extended
0x001e3218	did_de14_subfield_132_data_def_enum_6
0x001e3249	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001e32a3	did_de14_subfield_132_data_def_enum_7
0x001e32d4	Alert sent immediately; DRX continues; Connection time not extended
0x001e3319	did_de14_subfield_132_data_def_enum_8
0x001e3350	did_de14_subfield_132_data_def
0x001e337d	did_DE14_subfield_132
0x001e3394	OndemandOffPeakProcessFinishedAlert_inDRXStatus
0x001e33f2	did_de14_subfield_133_data_def_enum_1
0x001e3427	did_de14_subfield_133_data_def_enum_2
0x001e345e	did_de14_subfield_133_data_def
0x001e348b	did_DE14_subfield_133
0x001e34a2	OndemandOffPeakProcessFinishedAlert_inRoamingStatus
0x001e3504	did_de14_subfield_134_data_def_enum_1
0x001e3539	did_de14_subfield_134_data_def_enum_2
0x001e3570	did_de14_subfield_134_data_def
0x001e359d	did_DE14_subfield_134
0x001e35b4	OndemandOffPeakProcessFinishedAlert_PriorityID
0x001e3611	did_de14_subfield_135_data_def_enum_1
0x001e3646	did_de14_subfield_135_data_def_enum_2
0x001e367d	did_de14_subfield_135_data_def
0x001e36aa	did_DE14_subfield_135
0x001e36c1	OndemandOffPeakProcessFinishedAlert_status
0x001e371a	did_de14_subfield_136_data_def_enum_1
0x001e374f	did_de14_subfield_136_data_def_enum_2
0x001e3784	did_de14_subfield_136_data_def_enum_3
0x001e37b9	did_de14_subfield_136_data_def_enum_4
0x001e37f0	did_de14_subfield_136_data_def
0x001e381d	did_DE14_subfield_136
0x001e3834	OffPeakWakeUpRequestAlert_qosLevel
0x001e3885	did_de14_subfield_137_data_def_enum_1
0x001e38b6	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001e3904	did_de14_subfield_137_data_def_enum_2
0x001e3939	did_de14_subfield_137_data_def_enum_3
0x001e396a	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001e39ca	did_de14_subfield_137_data_def_enum_4
0x001e39fb	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001e3a55	did_de14_subfield_137_data_def_enum_5
0x001e3a86	Alert sent immediately; DRX continues; Connection time extended
0x001e3ac7	did_de14_subfield_137_data_def_enum_6
0x001e3af8	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001e3b52	did_de14_subfield_137_data_def_enum_7
0x001e3b83	Alert sent immediately; DRX continues; Connection time not extended
0x001e3bc8	did_de14_subfield_137_data_def_enum_8
0x001e3bff	did_de14_subfield_137_data_def
0x001e3c2c	did_DE14_subfield_137
0x001e3c43	OffPeakWakeUpRequestAlert_inDRXStatus
0x001e3c97	did_de14_subfield_138_data_def_enum_1
0x001e3ccc	did_de14_subfield_138_data_def_enum_2
0x001e3d03	did_de14_subfield_138_data_def
0x001e3d30	did_DE14_subfield_138
0x001e3d47	OffPeakWakeUpRequestAlert_inRoamingStatus
0x001e3d9f	did_de14_subfield_139_data_def_enum_1
0x001e3dd4	did_de14_subfield_139_data_def_enum_2
0x001e3e0b	did_de14_subfield_139_data_def
0x001e3e38	did_DE14_subfield_139
0x001e3e4f	OffPeakWakeUpRequestAlert_PriorityID
0x001e3ea2	did_de14_subfield_140_data_def_enum_1
0x001e3ed7	did_de14_subfield_140_data_def_enum_2
0x001e3f0e	did_de14_subfield_140_data_def
0x001e3f3b	did_DE14_subfield_140
0x001e3f52	OffPeakWakeUpRequestAlert_status
0x001e3fa1	did_de14_subfield_141_data_def_enum_1
0x001e3fd6	did_de14_subfield_141_data_def_enum_2
0x001e400b	did_de14_subfield_141_data_def_enum_3
0x001e4040	did_de14_subfield_141_data_def_enum_4
0x001e4077	did_de14_subfield_141_data_def
0x001e40a4	did_DE14_subfield_141
0x001e40bb	PnCFeatureStatusAlert_qosLevel
0x001e4108	did_de14_subfield_142_data_def_enum_1
0x001e4139	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001e4187	did_de14_subfield_142_data_def_enum_2
0x001e41bc	did_de14_subfield_142_data_def_enum_3
0x001e41ed	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001e424d	did_de14_subfield_142_data_def_enum_4
0x001e427e	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001e42d8	did_de14_subfield_142_data_def_enum_5
0x001e4309	Alert sent immediately; DRX continues; Connection time extended
0x001e434a	did_de14_subfield_142_data_def_enum_6
0x001e437b	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001e43d5	did_de14_subfield_142_data_def_enum_7
0x001e4406	Alert sent immediately; DRX continues; Connection time not extended
0x001e444b	did_de14_subfield_142_data_def_enum_8
0x001e4482	did_de14_subfield_142_data_def
0x001e44af	did_DE14_subfield_142
0x001e44c6	PnCFeatureStatusAlert_inDRXStatus
0x001e4516	did_de14_subfield_143_data_def_enum_1
0x001e454b	did_de14_subfield_143_data_def_enum_2
0x001e4582	did_de14_subfield_143_data_def
0x001e45af	did_DE14_subfield_143
0x001e45c6	PnCFeatureStatusAlert_inRoamingStatus
0x001e461a	did_de14_subfield_144_data_def_enum_1
0x001e464f	did_de14_subfield_144_data_def_enum_2
0x001e4686	did_de14_subfield_144_data_def
0x001e46b3	did_DE14_subfield_144
0x001e46ca	PnCFeatureStatusAlert_PriorityID
0x001e4719	did_de14_subfield_145_data_def_enum_1
0x001e474e	did_de14_subfield_145_data_def_enum_2
0x001e4785	did_de14_subfield_145_data_def
0x001e47b2	did_DE14_subfield_145
0x001e47c9	PnCFeatureStatusAlert_status
0x001e4814	did_de14_subfield_146_data_def_enum_1
0x001e4849	did_de14_subfield_146_data_def_enum_2
0x001e487e	did_de14_subfield_146_data_def_enum_3
0x001e48b3	did_de14_subfield_146_data_def_enum_4
0x001e48ea	did_de14_subfield_146_data_def
0x001e4917	did_DE14_subfield_146
0x001e492e	PnCChargeCompleteAlert_qosLevel
0x001e497c	did_de14_subfield_147_data_def_enum_1
0x001e49ad	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001e49fb	did_de14_subfield_147_data_def_enum_2
0x001e4a30	did_de14_subfield_147_data_def_enum_3
0x001e4a61	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001e4ac1	did_de14_subfield_147_data_def_enum_4
0x001e4af2	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001e4b4c	did_de14_subfield_147_data_def_enum_5
0x001e4b7d	Alert sent immediately; DRX continues; Connection time extended
0x001e4bbe	did_de14_subfield_147_data_def_enum_6
0x001e4bef	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001e4c49	did_de14_subfield_147_data_def_enum_7
0x001e4c7a	Alert sent immediately; DRX continues; Connection time not extended
0x001e4cbf	did_de14_subfield_147_data_def_enum_8
0x001e4cf6	did_de14_subfield_147_data_def
0x001e4d23	did_DE14_subfield_147
0x001e4d3a	PnCChargeCompleteAlert_inDRXStatus
0x001e4d8b	did_de14_subfield_148_data_def_enum_1
0x001e4dc0	did_de14_subfield_148_data_def_enum_2
0x001e4df7	did_de14_subfield_148_data_def
0x001e4e24	did_DE14_subfield_148
0x001e4e3b	PnCChargeCompleteAlert_inRoamingStatus
0x001e4e90	did_de14_subfield_149_data_def_enum_1
0x001e4ec5	did_de14_subfield_149_data_def_enum_2
0x001e4efc	did_de14_subfield_149_data_def
0x001e4f29	did_DE14_subfield_149
0x001e4f40	PnCChargeCompleteAlert_PriorityID
0x001e4f90	did_de14_subfield_150_data_def_enum_1
0x001e4fc5	did_de14_subfield_150_data_def_enum_2
0x001e4ffc	did_de14_subfield_150_data_def
0x001e5029	did_DE14_subfield_150
0x001e5040	PnCChargeCompleteAlert_status
0x001e508c	did_de14_subfield_151_data_def_enum_1
0x001e50c1	did_de14_subfield_151_data_def_enum_2
0x001e50f6	did_de14_subfield_151_data_def_enum_3
0x001e512b	did_de14_subfield_151_data_def_enum_4
0x001e5162	did_de14_subfield_151_data_def
0x001e518f	did_DE14_subfield_151
0x001e51a6	PanicAlarmONAlert_qosLevel
0x001e51ef	did_de14_subfield_152_data_def_enum_1
0x001e5220	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001e526e	did_de14_subfield_152_data_def_enum_2
0x001e52a3	did_de14_subfield_152_data_def_enum_3
0x001e52d4	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001e5334	did_de14_subfield_152_data_def_enum_4
0x001e5365	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001e53bf	did_de14_subfield_152_data_def_enum_5
0x001e53f0	Alert sent immediately; DRX continues; Connection time extended
0x001e5431	did_de14_subfield_152_data_def_enum_6
0x001e5462	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001e54bc	did_de14_subfield_152_data_def_enum_7
0x001e54ed	Alert sent immediately; DRX continues; Connection time not extended
0x001e5532	did_de14_subfield_152_data_def_enum_8
0x001e5569	did_de14_subfield_152_data_def
0x001e5596	did_DE14_subfield_152
0x001e55ad	PanicAlarmONAlert_inDRXStatus
0x001e55f9	did_de14_subfield_153_data_def_enum_1
0x001e562e	did_de14_subfield_153_data_def_enum_2
0x001e5665	did_de14_subfield_153_data_def
0x001e5692	did_DE14_subfield_153
0x001e56a9	PanicAlarmONAlert_inRoamingStatus
0x001e56f9	did_de14_subfield_154_data_def_enum_1
0x001e572e	did_de14_subfield_154_data_def_enum_2
0x001e5765	did_de14_subfield_154_data_def
0x001e5792	did_DE14_subfield_154
0x001e57a9	PanicAlarmONAlert_PriorityID
0x001e57f4	did_de14_subfield_155_data_def_enum_1
0x001e5829	did_de14_subfield_155_data_def_enum_2
0x001e5860	did_de14_subfield_155_data_def
0x001e588d	did_DE14_subfield_155
0x001e58a4	PanicAlarmONAlert_status
0x001e58eb	did_de14_subfield_156_data_def_enum_1
0x001e5920	did_de14_subfield_156_data_def_enum_2
0x001e5955	did_de14_subfield_156_data_def_enum_3
0x001e598a	did_de14_subfield_156_data_def_enum_4
0x001e59c1	did_de14_subfield_156_data_def
0x001e59ee	did_DE14_subfield_156
0x001e5a05	PanicAlarmOFFAlert_qosLevel
0x001e5a4f	did_de14_subfield_157_data_def_enum_1
0x001e5a80	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001e5ace	did_de14_subfield_157_data_def_enum_2
0x001e5b03	did_de14_subfield_157_data_def_enum_3
0x001e5b34	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001e5b94	did_de14_subfield_157_data_def_enum_4
0x001e5bc5	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001e5c1f	did_de14_subfield_157_data_def_enum_5
0x001e5c50	Alert sent immediately; DRX continues; Connection time extended
0x001e5c91	did_de14_subfield_157_data_def_enum_6
0x001e5cc2	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001e5d1c	did_de14_subfield_157_data_def_enum_7
0x001e5d4d	Alert sent immediately; DRX continues; Connection time not extended
0x001e5d92	did_de14_subfield_157_data_def_enum_8
0x001e5dc9	did_de14_subfield_157_data_def
0x001e5df6	did_DE14_subfield_157
0x001e5e0d	PanicAlarmOFFAlert_inDRXStatus
0x001e5e5a	did_de14_subfield_158_data_def_enum_1
0x001e5e8f	did_de14_subfield_158_data_def_enum_2
0x001e5ec6	did_de14_subfield_158_data_def
0x001e5ef3	did_DE14_subfield_158
0x001e5f0a	PanicAlarmOFFAlert_inRoamingStatus
0x001e5f5b	did_de14_subfield_159_data_def_enum_1
0x001e5f90	did_de14_subfield_159_data_def_enum_2
0x001e5fc7	did_de14_subfield_159_data_def
0x001e5ff4	did_DE14_subfield_159
0x001e600b	PanicAlarmOFFAlert_PriorityID
0x001e6057	did_de14_subfield_160_data_def_enum_1
0x001e608c	did_de14_subfield_160_data_def_enum_2
0x001e60c3	did_de14_subfield_160_data_def
0x001e60f0	did_DE14_subfield_160
0x001e6107	PanicAlarmOFFAlert_status
0x001e614f	did_de14_subfield_161_data_def_enum_1
0x001e6184	did_de14_subfield_161_data_def_enum_2
0x001e61b9	did_de14_subfield_161_data_def_enum_3
0x001e61ee	did_de14_subfield_161_data_def_enum_4
0x001e6225	did_de14_subfield_161_data_def
0x001e6252	did_DE14_subfield_161
0x001e6269	CameraViewStatusAlert_qosLevel
0x001e62b6	did_de14_subfield_162_data_def_enum_1
0x001e62e7	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001e6335	did_de14_subfield_162_data_def_enum_2
0x001e636a	did_de14_subfield_162_data_def_enum_3
0x001e639b	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001e63fb	did_de14_subfield_162_data_def_enum_4
0x001e642c	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001e6486	did_de14_subfield_162_data_def_enum_5
0x001e64b7	Alert sent immediately; DRX continues; Connection time extended
0x001e64f8	did_de14_subfield_162_data_def_enum_6
0x001e6529	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001e6583	did_de14_subfield_162_data_def_enum_7
0x001e65b4	Alert sent immediately; DRX continues; Connection time not extended
0x001e65f9	did_de14_subfield_162_data_def_enum_8
0x001e6630	did_de14_subfield_162_data_def
0x001e665d	did_DE14_subfield_162
0x001e6674	CameraViewStatusAlert_inDRXStatus
0x001e66c4	did_de14_subfield_163_data_def_enum_1
0x001e66f9	did_de14_subfield_163_data_def_enum_2
0x001e6730	did_de14_subfield_163_data_def
0x001e675d	did_DE14_subfield_163
0x001e6774	CameraViewStatusAlert_inRoamingStatus
0x001e67c8	did_de14_subfield_164_data_def_enum_1
0x001e67fd	did_de14_subfield_164_data_def_enum_2
0x001e6834	did_de14_subfield_164_data_def
0x001e6861	did_DE14_subfield_164
0x001e6878	CameraViewStatusAlert_PriorityID
0x001e68c7	did_de14_subfield_165_data_def_enum_1
0x001e68fc	did_de14_subfield_165_data_def_enum_2
0x001e6933	did_de14_subfield_165_data_def
0x001e6960	did_DE14_subfield_165
0x001e6977	CameraViewStatusAlert_status
0x001e69c2	did_de14_subfield_166_data_def_enum_1
0x001e69f7	did_de14_subfield_166_data_def_enum_2
0x001e6a2c	did_de14_subfield_166_data_def_enum_3
0x001e6a61	did_de14_subfield_166_data_def_enum_4
0x001e6a98	did_de14_subfield_166_data_def
0x001e6ac5	did_DE14_subfield_166
0x001e6adc	StreamSessionStatusUpdateAlert_qosLevel
0x001e6b32	did_de14_subfield_167_data_def_enum_1
0x001e6b63	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001e6bb1	did_de14_subfield_167_data_def_enum_2
0x001e6be6	did_de14_subfield_167_data_def_enum_3
0x001e6c17	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001e6c77	did_de14_subfield_167_data_def_enum_4
0x001e6ca8	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001e6d02	did_de14_subfield_167_data_def_enum_5
0x001e6d33	Alert sent immediately; DRX continues; Connection time extended
0x001e6d74	did_de14_subfield_167_data_def_enum_6
0x001e6da5	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001e6dff	did_de14_subfield_167_data_def_enum_7
0x001e6e30	Alert sent immediately; DRX continues; Connection time not extended
0x001e6e75	did_de14_subfield_167_data_def_enum_8
0x001e6eac	did_de14_subfield_167_data_def
0x001e6ed9	did_DE14_subfield_167
0x001e6ef0	StreamSessionStatusUpdateAlert_inDRXStatus
0x001e6f49	did_de14_subfield_168_data_def_enum_1
0x001e6f7e	did_de14_subfield_168_data_def_enum_2
0x001e6fb5	did_de14_subfield_168_data_def
0x001e6fe2	did_DE14_subfield_168
0x001e6ff9	StreamSessionStatusUpdateAlert_inRoamingStatus
0x001e7056	did_de14_subfield_169_data_def_enum_1
0x001e708b	did_de14_subfield_169_data_def_enum_2
0x001e70c2	did_de14_subfield_169_data_def
0x001e70ef	did_DE14_subfield_169
0x001e7106	StreamSessionStatusUpdateAlert_PriorityID
0x001e715e	did_de14_subfield_170_data_def_enum_1
0x001e7193	did_de14_subfield_170_data_def_enum_2
0x001e71ca	did_de14_subfield_170_data_def
0x001e71f7	did_DE14_subfield_170
0x001e720e	StreamSessionStatusUpdateAlert_status
0x001e725e	did_de14_subfield_171_data_def_enum_1
0x001e7293	did_de14_subfield_171_data_def_enum_2
0x001e72c8	did_de14_subfield_171_data_def_enum_3
0x001e72fd	did_de14_subfield_171_data_def_enum_4
0x001e7334	did_de14_subfield_171_data_def
0x001e7361	did_DE14_subfield_171
0x001e7378	VideoStreamingStatusUpdateAlert_qosLevel
0x001e73cb	did_de14_subfield_172_data_def_enum_1
0x001e73fc	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001e744a	did_de14_subfield_172_data_def_enum_2
0x001e747f	did_de14_subfield_172_data_def_enum_3
0x001e74b0	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001e7510	did_de14_subfield_172_data_def_enum_4
0x001e7541	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001e759b	did_de14_subfield_172_data_def_enum_5
0x001e75cc	Alert sent immediately; DRX continues; Connection time extended
0x001e760d	did_de14_subfield_172_data_def_enum_6
0x001e763e	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001e7698	did_de14_subfield_172_data_def_enum_7
0x001e76c9	Alert sent immediately; DRX continues; Connection time not extended
0x001e770e	did_de14_subfield_172_data_def_enum_8
0x001e7745	did_de14_subfield_172_data_def
0x001e7772	did_DE14_subfield_172
0x001e7789	VideoStreamingStatusUpdateAlert_inDRXStatus
0x001e77df	did_de14_subfield_173_data_def_enum_1
0x001e7814	did_de14_subfield_173_data_def_enum_2
0x001e784b	did_de14_subfield_173_data_def
0x001e7878	did_DE14_subfield_173
0x001e788f	VideoStreamingStatusUpdateAlert_inRoamingStatus
0x001e78e9	did_de14_subfield_174_data_def_enum_1
0x001e791e	did_de14_subfield_174_data_def_enum_2
0x001e7955	did_de14_subfield_174_data_def
0x001e7982	did_DE14_subfield_174
0x001e7999	VideoStreamingStatusUpdateAlert_PriorityID
0x001e79ee	did_de14_subfield_175_data_def_enum_1
0x001e7a23	did_de14_subfield_175_data_def_enum_2
0x001e7a5a	did_de14_subfield_175_data_def
0x001e7a87	did_DE14_subfield_175
0x001e7a9e	VideoStreamingStatusUpdateAlert_status
0x001e7aef	did_de14_subfield_176_data_def_enum_1
0x001e7b24	did_de14_subfield_176_data_def_enum_2
0x001e7b59	did_de14_subfield_176_data_def_enum_3
0x001e7b8e	did_de14_subfield_176_data_def_enum_4
0x001e7bc5	did_de14_subfield_176_data_def
0x001e7bf2	did_DE14_subfield_176
0x001e7c09	WVMDataAlert_qosLevel
0x001e7c49	did_de14_subfield_177_data_def_enum_1
0x001e7c7a	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001e7cc8	did_de14_subfield_177_data_def_enum_2
0x001e7cfd	did_de14_subfield_177_data_def_enum_3
0x001e7d2e	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001e7d8e	did_de14_subfield_177_data_def_enum_4
0x001e7dbf	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001e7e19	did_de14_subfield_177_data_def_enum_5
0x001e7e4a	Alert sent immediately; DRX continues; Connection time extended
0x001e7e8b	did_de14_subfield_177_data_def_enum_6
0x001e7ebc	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001e7f16	did_de14_subfield_177_data_def_enum_7
0x001e7f47	Alert sent immediately; DRX continues; Connection time not extended
0x001e7f8c	did_de14_subfield_177_data_def_enum_8
0x001e7fc3	did_de14_subfield_177_data_def
0x001e7ff0	did_DE14_subfield_177
0x001e8007	WVMDataAlert_inDRXStatus
0x001e804a	did_de14_subfield_178_data_def_enum_1
0x001e807f	did_de14_subfield_178_data_def_enum_2
0x001e80b6	did_de14_subfield_178_data_def
0x001e80e3	did_DE14_subfield_178
0x001e80fa	WVMDataAlert_inRoamingStatus
0x001e8141	did_de14_subfield_179_data_def_enum_1
0x001e8176	did_de14_subfield_179_data_def_enum_2
0x001e81ad	did_de14_subfield_179_data_def
0x001e81da	did_DE14_subfield_179
0x001e81f1	WVMDataAlert_PriorityID
0x001e8233	did_de14_subfield_180_data_def_enum_1
0x001e8268	did_de14_subfield_180_data_def_enum_2
0x001e829f	did_de14_subfield_180_data_def
0x001e82cc	did_DE14_subfield_180
0x001e82e3	WVMDataAlert_status
0x001e8321	did_de14_subfield_181_data_def_enum_1
0x001e8356	did_de14_subfield_181_data_def_enum_2
0x001e838b	did_de14_subfield_181_data_def_enum_3
0x001e83c0	did_de14_subfield_181_data_def_enum_4
0x001e83f7	did_de14_subfield_181_data_def
0x001e8424	did_DE14_subfield_181
0x001e843b	WAMDataAlert_qosLevel
0x001e847b	did_de14_subfield_182_data_def_enum_1
0x001e84ac	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001e84fa	did_de14_subfield_182_data_def_enum_2
0x001e852f	did_de14_subfield_182_data_def_enum_3
0x001e8560	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001e85c0	did_de14_subfield_182_data_def_enum_4
0x001e85f1	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001e864b	did_de14_subfield_182_data_def_enum_5
0x001e867c	Alert sent immediately; DRX continues; Connection time extended
0x001e86bd	did_de14_subfield_182_data_def_enum_6
0x001e86ee	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001e8748	did_de14_subfield_182_data_def_enum_7
0x001e8779	Alert sent immediately; DRX continues; Connection time not extended
0x001e87be	did_de14_subfield_182_data_def_enum_8
0x001e87f5	did_de14_subfield_182_data_def
0x001e8822	did_DE14_subfield_182
0x001e8839	WAMDataAlert_inDRXStatus
0x001e887c	did_de14_subfield_183_data_def_enum_1
0x001e88b1	did_de14_subfield_183_data_def_enum_2
0x001e88e8	did_de14_subfield_183_data_def
0x001e8915	did_DE14_subfield_183
0x001e892c	WAMDataAlert_inRoamingStatus
0x001e8973	did_de14_subfield_184_data_def_enum_1
0x001e89a8	did_de14_subfield_184_data_def_enum_2
0x001e89df	did_de14_subfield_184_data_def
0x001e8a0c	did_DE14_subfield_184
0x001e8a23	WAMDataAlert_PriorityID
0x001e8a65	did_de14_subfield_185_data_def_enum_1
0x001e8a9a	did_de14_subfield_185_data_def_enum_2
0x001e8ad1	did_de14_subfield_185_data_def
0x001e8afe	did_DE14_subfield_185
0x001e8b15	WAMDataAlert_status
0x001e8b53	did_de14_subfield_186_data_def_enum_1
0x001e8b88	did_de14_subfield_186_data_def_enum_2
0x001e8bbd	did_de14_subfield_186_data_def_enum_3
0x001e8bf2	did_de14_subfield_186_data_def_enum_4
0x001e8c29	did_de14_subfield_186_data_def
0x001e8c56	did_DE14_subfield_186
0x001e8c6d	BHMDataAlert_qosLevel
0x001e8cad	did_de14_subfield_187_data_def_enum_1
0x001e8cde	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x001e8d2c	did_de14_subfield_187_data_def_enum_2
0x001e8d61	did_de14_subfield_187_data_def_enum_3
0x001e8d92	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x001e8df2	did_de14_subfield_187_data_def_enum_4
0x001e8e23	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x001e8e7d	did_de14_subfield_187_data_def_enum_5
0x001e8eae	Alert sent immediately; DRX continues; Connection time extended
0x001e8eef	did_de14_subfield_187_data_def_enum_6
0x001e8f20	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x001e8f7a	did_de14_subfield_187_data_def_enum_7
0x001e8fab	Alert sent immediately; DRX continues; Connection time not extended
0x001e8ff0	did_de14_subfield_187_data_def_enum_8
0x001e9027	did_de14_subfield_187_data_def
0x001e9054	did_DE14_subfield_187
0x001e906b	BHMDataAlert_inDRXStatus
0x001e90ae	did_de14_subfield_188_data_def_enum_1
0x001e90e3	did_de14_subfield_188_data_def_enum_2
0x001e911a	did_de14_subfield_188_data_def
0x001e9147	did_DE14_subfield_188
0x001e915e	BHMDataAlert_inRoamingStatus
