# G2043847.mdx  size=430,905 B  records=6681
0x0000088b	Type 2
0x00052114	Supplier Specific Algo Flags 3
0x00052156	did_fd84_subfield_17_data_def
0x00052182	did_FD84_subfield_17
0x00052198	Supplier Specific Algo Flags 4
0x000521da	did_fd84_subfield_18_data_def
0x00052206	did_FD84_subfield_18
0x0005221c	Supplier Specific Algo Flags 5
0x0005225e	did_fd84_subfield_19_data_def
0x0005228a	did_FD84_subfield_19
0x000522a0	Supplier Specific Algo Flags 6
0x000522e2	did_fd84_subfield_20_data_def
0x0005230e	did_FD84_subfield_20
0x00052324	Supplier Specific Algo Flags 7
0x00052366	did_fd84_subfield_21_data_def
0x00052392	did_FD84_subfield_21
0x000523a8	Supplier Specific Algo Flags 8
0x00052420	did_fd84_subfield_22_data_def
0x0005244c	did_FD84_subfield_22
0x00052462	Timestamp
0x000524c5	did_fd84_subfield_23_data_def
0x000524f1	did_FD84_subfield_23
0x00052507	Target Approach Angle 1
0x00052578	did_fd84_subfield_24_data_def
0x000525a4	did_FD84_subfield_24
0x000525ba	Target Speed 1
0x00052622	did_fd84_subfield_25_data_def
0x0005264e	did_FD84_subfield_25
0x00052664	Host Speed 1
0x000526ca	did_fd84_subfield_26_data_def
0x000526f6	did_FD84_subfield_26
0x0005270c	TTC 1
0x0005276b	did_fd84_subfield_27_data_def
0x00052797	did_FD84_subfield_27
0x000527ad	Turn Radius of Host 1
0x0005281c	did_fd84_subfield_28_data_def
0x00052848	did_FD84_subfield_28
0x0005285e	Host turn angle 1
0x00052893	did_fd84_subfield_29_data_def
0x000528bf	did_FD84_subfield_29
0x000528d5	Signals Availability for Turn Radius Direction 1
0x0005295f	did_fd84_subfield_30_data_def
0x0005298b	did_FD84_subfield_30
0x000529a1	Projected Rear crossing distance of target 1
0x00052a27	did_fd84_subfield_31_data_def
0x00052a53	did_FD84_subfield_31
0x00052a69	Last Known Rear Crossing Distance of Target 1
0x00052af0	did_fd84_subfield_32_data_def
0x00052b1c	did_FD84_subfield_32
0x00052b32	Side Distance of Last Known Rear Crossing Distance 1
0x00052bc0	did_fd84_subfield_33_data_def
0x00052bec	did_FD84_subfield_33
0x00052c02	Duration of Brake Intervention 1
0x00052c51	did_fd84_subfield_34_data_def_enum_1
0x00052c85	did_fd84_subfield_34_data_def_enum_2
0x00052cb8	did_fd84_subfield_34_data_def
0x00052ce4	did_FD84_subfield_34
0x00052cfa	Intervention confirmed by ABS 1
0x00052d3d	did_fd84_subfield_35_data_def
0x00052d69	did_FD84_subfield_35
0x00052d7f	Indicator of What Ended the Intervention 1
0x00052dcd	did_fd84_subfield_36_data_def
0x00052df9	did_FD84_subfield_36
0x00052e0f	Supplier Specific Algo Flags 1 1
0x00052e53	did_fd84_subfield_37_data_def
0x00052e7f	did_FD84_subfield_37
0x00052e95	Supplier Specific Algo Flags 2 1
0x00052ed9	did_fd84_subfield_38_data_def
0x00052f05	did_FD84_subfield_38
0x00052f1b	Supplier Specific Algo Flags 3 1
0x00052f5f	did_fd84_subfield_39_data_def
0x00052f8b	did_FD84_subfield_39
0x00052fa1	Supplier Specific Algo Flags 4 1
0x00052fe5	did_fd84_subfield_40_data_def
0x00053011	did_FD84_subfield_40
0x00053027	Supplier Specific Algo Flags 5 1
0x0005306b	did_fd84_subfield_41_data_def
0x00053097	did_FD84_subfield_41
0x000530ad	Supplier Specific Algo Flags 6 1
0x000530f1	did_fd84_subfield_42_data_def
0x0005311d	did_FD84_subfield_42
0x00053133	Supplier Specific Algo Flags 7 1
0x00053177	did_fd84_subfield_43_data_def
0x000531a3	did_FD84_subfield_43
0x000531b9	Supplier Specific Algo Flags 8 1
0x00053233	did_fd84_subfield_44_data_def
0x0005325f	did_FD84_subfield_44
0x00053275	Timestamp 1
0x000532da	did_fd84_subfield_45_data_def
0x00053306	did_FD84_subfield_45
0x0005331c	Target Approach Angle 2
0x0005338d	did_fd84_subfield_46_data_def
0x000533b9	did_FD84_subfield_46
0x000533cf	Target Speed 2
0x00053437	did_fd84_subfield_47_data_def
0x00053463	did_FD84_subfield_47
0x00053479	Host Speed 2
0x000534df	did_fd84_subfield_48_data_def
0x0005350b	did_FD84_subfield_48
0x00053521	TTC 2
0x00053580	did_fd84_subfield_49_data_def
0x000535ac	did_FD84_subfield_49
0x000535c2	Turn Radius of Host 2
0x00053631	did_fd84_subfield_50_data_def
0x0005365d	did_FD84_subfield_50
0x00053673	Host turn angle 2
0x000536a8	did_fd84_subfield_51_data_def
0x000536d4	did_FD84_subfield_51
0x000536ea	Signals Availability for Turn Radius Direction 2
0x00053774	did_fd84_subfield_52_data_def
0x000537a0	did_FD84_subfield_52
0x000537b6	Projected Rear crossing distance of target 2
0x0005383c	did_fd84_subfield_53_data_def
0x00053868	did_FD84_subfield_53
0x0005387e	Last Known Rear Crossing Distance of Target 2
0x00053905	did_fd84_subfield_54_data_def
0x00053931	did_FD84_subfield_54
0x00053947	Side Distance of Last Known Rear Crossing Distance 2
0x000539d5	did_fd84_subfield_55_data_def
0x00053a01	did_FD84_subfield_55
0x00053a17	Duration of Brake Intervention 2
0x00053a66	did_fd84_subfield_56_data_def_enum_1
0x00053a9a	did_fd84_subfield_56_data_def_enum_2
0x00053acd	did_fd84_subfield_56_data_def
0x00053af9	did_FD84_subfield_56
0x00053b0f	Intervention confirmed by ABS 2
0x00053b52	did_fd84_subfield_57_data_def
0x00053b7e	did_FD84_subfield_57
0x00053b94	Indicator of What Ended the Intervention 2
0x00053be2	did_fd84_subfield_58_data_def
0x00053c0e	did_FD84_subfield_58
0x00053c24	Supplier Specific Algo Flags 1 2
0x00053c68	did_fd84_subfield_59_data_def
0x00053c94	did_FD84_subfield_59
0x00053caa	Supplier Specific Algo Flags 2 2
0x00053cee	did_fd84_subfield_60_data_def
0x00053d1a	did_FD84_subfield_60
0x00053d30	Supplier Specific Algo Flags 3 2
0x00053d72	did_fd84_subfield_61_data_def
0x00053d9e	did_FD84_subfield_61
0x00053db4	Supplier Specific Algo Flags 4 2
0x00053df4	did_fd84_subfield_62_data_def
0x00053e20	did_FD84_subfield_62
0x00053e36	Supplier Specific Algo Flags 5 2
0x00053e76	did_fd84_subfield_63_data_def
0x00053ea2	did_FD84_subfield_63
0x00053eb8	Supplier Specific Algo Flags 6 2
0x00053ef8	did_fd84_subfield_64_data_def
0x00053f24	did_FD84_subfield_64
0x00053f3a	Supplier Specific Algo Flags 7 2
0x00053f7a	did_fd84_subfield_65_data_def
0x00053fa6	did_FD84_subfield_65
0x00053fbc	Supplier Specific Algo Flags 8 2
0x00054032	did_fd84_subfield_66_data_def
0x0005405e	did_FD84_subfield_66
0x00054074	Timestamp 2
0x00054089	did_FD84
0x00054093	FD84 Brake Telegram
0x00054118	did_fd85_subfield_1_data_def_enum_1
0x00054147	Test ON
0x00054150	did_fd85_subfield_1_data_def_enum_2
0x00054185	did_fd85_subfield_1_data_def
0x000541b0	did_FD85_subfield_1
0x000541c5	FD85 Boundary Alert Chime Request Forced Event Test
0x00054202	did_FD85
0x0005420c	FD85 Boundary Alert Chime Request Forced Event Test
0x000542b1	did_fd86_subfield_1_data_def_enum_1
0x000542e6	did_fd86_subfield_1_data_def_enum_2
0x00054315	SystemFailure
0x00054324	did_fd86_subfield_1_data_def_enum_3
0x00054359	did_fd86_subfield_1_data_def
0x00054384	did_FD86_subfield_1
0x00054399	FD86 Boundary Alert Sensor State Forced Event Test
0x000543d5	did_FD86
0x000543df	FD86 Boundary Alert Sensor State Forced Event Test
0x00054483	did_fd87_subfield_1_data_def_enum_1
0x000544b2	BA State ON
0x000544bf	did_fd87_subfield_1_data_def_enum_2
0x000544ee	BA State OFF
0x000544fc	did_fd87_subfield_1_data_def_enum_3
0x00054531	did_fd87_subfield_1_data_def
0x0005455c	did_FD87_subfield_1
0x00054571	FD87 Boundary Alert On Off State Forced Event Test
0x000545ad	did_FD87
0x000545b7	FD87 Boundary Alert On Off State Forced Event Test
0x00054655	Test Pattern OFF
0x00054667	did_fd88_subfield_1_data_def_enum_1
0x00054696	Test Pattern ON
0x000546a7	did_fd88_subfield_1_data_def_enum_2
0x000546dc	did_fd88_subfield_1_data_def
0x00054707	did_FD88_subfield_1
0x0005471c	FD88 Boundary Alert Object Out Test Pattern Forced Event Test
0x00054762	Test DID. Used by engineering to force BA test events: 0x0 = Test Pattern OFF; 0x1 = Test Pattern ON
0x000547c8	did_FD88
0x000547d2	FD88 Boundary Alert Object Out Test Pattern Forced Event Test
0x00054881	did_fd89_subfield_1_data_def_enum_1
0x000548b6	did_fd89_subfield_1_data_def_enum_2
0x000548eb	did_fd89_subfield_1_data_def_enum_3
0x00054920	did_fd89_subfield_1_data_def
0x0005494b	did_FD89_subfield_1
0x00054960	FD89 Boundary Alert Target Detected Lock Window Forced Event Test
0x000549ab	did_FD89
0x000549b5	FD89 Boundary Alert Target Detected Lock Window Forced Event Test
0x00054a89	did_fd90_subfield_1_data_def
0x00054ab4	did_FD90_subfield_1
0x00054ac9	X Position
0x00054b29	did_fd90_subfield_2_data_def
0x00054b54	did_FD90_subfield_2
0x00054b69	Y Position
0x00054b9a	NOT FAST
0x00054ba4	did_fd90_subfield_3_data_def_enum_1
0x00054bd3	FAST
0x00054bd9	did_fd90_subfield_3_data_def_enum_2
0x00054c0b	did_fd90_subfield_3_data_def
0x00054c36	did_FD90_subfield_3
0x00054c4b	Fast Speed Classification
0x00054c8b	DISPLAY OFF
0x00054c98	did_fd90_subfield_4_data_def_enum_1
0x00054cc7	DISPLAY ON
0x00054cd3	did_fd90_subfield_4_data_def_enum_2
0x00054d05	did_fd90_subfield_4_data_def
0x00054d30	did_FD90_subfield_4
0x00054d45	Display Classification
0x00054d82	NO THREAT
0x00054d8d	did_fd90_subfield_5_data_def_enum_1
0x00054dbc	THREAT
0x00054dc4	did_fd90_subfield_5_data_def_enum_2
0x00054df6	did_fd90_subfield_5_data_def
0x00054e21	did_FD90_subfield_5
0x00054e36	Threat Classification
0x00054ea1	did_fd90_subfield_6_data_def
0x00054ecc	did_FD90_subfield_6
0x00054ee1	Object Velocity
0x00054f17	NOT APPROACHING
0x00054f28	did_fd90_subfield_7_data_def_enum_1
0x00054f57	APPROACHING
0x00054f64	did_fd90_subfield_7_data_def_enum_2
0x00054f96	did_fd90_subfield_7_data_def
0x00054fc1	did_FD90_subfield_7
0x00054fd6	Object Approaching
0x0005500f	EMPTY
0x00055016	did_fd90_subfield_8_data_def_enum_1
0x00055045	MOVING
0x0005504d	did_fd90_subfield_8_data_def_enum_2
0x0005507c	MOVABLE
0x00055085	did_fd90_subfield_8_data_def_enum_3
0x000550b7	did_fd90_subfield_8_data_def
0x000550e2	did_FD90_subfield_8
0x000550f7	Movement Classification
0x00055164	did_fd90_subfield_9_data_def
0x0005518f	did_FD90_subfield_9
0x000551a4	Radial Range
0x000551ba	did_FD90
0x000551c4	FD90 Boundary Alert Object 1 Information
0x0005527f	did_fd91_subfield_1_data_def
0x000552aa	did_FD91_subfield_1
0x000552bf	X Position
0x0005531f	did_fd91_subfield_2_data_def
0x0005534a	did_FD91_subfield_2
0x0005535f	Y Position
0x00055396	did_fd91_subfield_3_data_def_enum_1
0x000553cb	did_fd91_subfield_3_data_def_enum_2
0x000553fd	did_fd91_subfield_3_data_def
0x00055428	did_FD91_subfield_3
0x0005543d	Fast Speed Classification
0x00055483	did_fd91_subfield_4_data_def_enum_1
0x000554b8	did_fd91_subfield_4_data_def_enum_2
0x000554ea	did_fd91_subfield_4_data_def
0x00055515	did_FD91_subfield_4
0x0005552a	Display Classification
0x0005556d	did_fd91_subfield_5_data_def_enum_1
0x000555a2	did_fd91_subfield_5_data_def_enum_2
0x000555d4	did_fd91_subfield_5_data_def
0x000555ff	did_FD91_subfield_5
0x00055614	Threat Classification
0x0005567f	did_fd91_subfield_6_data_def
0x000556aa	did_FD91_subfield_6
0x000556bf	Object Velocity
0x000556fb	did_fd91_subfield_7_data_def_enum_1
0x00055730	did_fd91_subfield_7_data_def_enum_2
0x00055762	did_fd91_subfield_7_data_def
0x0005578d	did_FD91_subfield_7
0x000557a2	Object Approaching
0x000557e1	did_fd91_subfield_8_data_def_enum_1
0x00055816	did_fd91_subfield_8_data_def_enum_2
0x0005584b	did_fd91_subfield_8_data_def_enum_3
0x0005587d	did_fd91_subfield_8_data_def
0x000558a8	did_FD91_subfield_8
0x000558bd	Movement Classification
0x0005592a	did_fd91_subfield_9_data_def
0x00055955	did_FD91_subfield_9
0x0005596a	Radial Range
0x00055980	did_FD91
0x0005598a	FD91 Boundary Alert Object 2 Information
0x00055a45	did_fd92_subfield_1_data_def
0x00055a70	did_FD92_subfield_1
0x00055a85	X Position
0x00055ae5	did_fd92_subfield_2_data_def
0x00055b10	did_FD92_subfield_2
0x00055b25	Y Position
0x00055b5c	did_fd92_subfield_3_data_def_enum_1
0x00055b91	did_fd92_subfield_3_data_def_enum_2
0x00055bc3	did_fd92_subfield_3_data_def
0x00055bee	did_FD92_subfield_3
0x00055c03	Fast Speed Classification
0x00055c49	did_fd92_subfield_4_data_def_enum_1
0x00055c7e	did_fd92_subfield_4_data_def_enum_2
0x00055cb0	did_fd92_subfield_4_data_def
0x00055cdb	did_FD92_subfield_4
0x00055cf0	Display Classification
0x00055d33	did_fd92_subfield_5_data_def_enum_1
0x00055d68	did_fd92_subfield_5_data_def_enum_2
0x00055d9a	did_fd92_subfield_5_data_def
0x00055dc5	did_FD92_subfield_5
0x00055dda	Threat Classification
0x00055e45	did_fd92_subfield_6_data_def
0x00055e70	did_FD92_subfield_6
0x00055e85	Object Velocity
0x00055ec1	did_fd92_subfield_7_data_def_enum_1
0x00055ef6	did_fd92_subfield_7_data_def_enum_2
0x00055f28	did_fd92_subfield_7_data_def
0x00055f53	did_FD92_subfield_7
0x00055f68	Object Approaching
0x00055fa7	did_fd92_subfield_8_data_def_enum_1
0x00055fdc	did_fd92_subfield_8_data_def_enum_2
0x00056011	did_fd92_subfield_8_data_def_enum_3
0x00056043	did_fd92_subfield_8_data_def
0x0005606e	did_FD92_subfield_8
0x00056083	Movement Classification
0x000560f0	did_fd92_subfield_9_data_def
0x0005611b	did_FD92_subfield_9
0x00056130	Radial Range
0x00056146	did_FD92
0x00056150	FD92 Boundary Alert Object 3 Information
0x0005620b	did_fd93_subfield_1_data_def
0x00056236	did_FD93_subfield_1
0x0005624b	X Position
0x000562ab	did_fd93_subfield_2_data_def
0x000562d6	did_FD93_subfield_2
0x000562eb	Y Position
0x00056322	did_fd93_subfield_3_data_def_enum_1
0x00056357	did_fd93_subfield_3_data_def_enum_2
0x00056389	did_fd93_subfield_3_data_def
0x000563b4	did_FD93_subfield_3
0x000563c9	Fast Speed Classification
0x0005640f	did_fd93_subfield_4_data_def_enum_1
0x00056444	did_fd93_subfield_4_data_def_enum_2
0x00056476	did_fd93_subfield_4_data_def
0x000564a1	did_FD93_subfield_4
0x000564b6	Display Classification
0x000564f9	did_fd93_subfield_5_data_def_enum_1
0x0005652e	did_fd93_subfield_5_data_def_enum_2
0x00056560	did_fd93_subfield_5_data_def
0x0005658b	did_FD93_subfield_5
0x000565a0	Threat Classification
0x0005660b	did_fd93_subfield_6_data_def
0x00056636	did_FD93_subfield_6
0x0005664b	Object Velocity
0x00056687	did_fd93_subfield_7_data_def_enum_1
0x000566bc	did_fd93_subfield_7_data_def_enum_2
0x000566ee	did_fd93_subfield_7_data_def
0x00056719	did_FD93_subfield_7
0x0005672e	Object Approaching
0x0005676d	did_fd93_subfield_8_data_def_enum_1
0x000567a2	did_fd93_subfield_8_data_def_enum_2
0x000567d7	did_fd93_subfield_8_data_def_enum_3
0x00056809	did_fd93_subfield_8_data_def
0x00056834	did_FD93_subfield_8
0x00056849	Movement Classification
0x000568b6	did_fd93_subfield_9_data_def
0x000568e1	did_FD93_subfield_9
0x000568f6	Radial Range
0x0005690c	did_FD93
0x00056916	FD93 Boundary Alert Object 4 Information
0x000569ab	edr_02_record_0_subfield_0_data_def
0x000569dd	edr_02_record_0_subfield_0
0x00056ae2	edr_02
0x00056aea	Monitoring cycle counter #2
0x00056b63	edr_10_record_1_subfield_0_data_def
0x00056b95	edr_10_record_1_subfield_0
0x00056c8c	edr_10
0x00056c94	DTC Fault Detection Counter
0x00056cc6	Circuit Short To Ground
0x00056cdf	ftb_11
0x00056cf0	Circuit Short To Battery or Open
0x00056d12	ftb_15
0x00056d23	No Sub Type Information
0x00056d3c	ftb_00
0x00056d4d	Missing Message
0x00056d5e	ftb_87
0x00056d6f	Signal Invalid
0x00056d7f	ftb_86
0x00056d90	Signal Compare Failure
0x00056da8	ftb_62
0x00056db9	Not Configured
0x00056dc9	ftb_55
0x00056dda	Data Memory Failure
0x00056def	ftb_44
0x00056e00	Program Memory Failure
0x00056e18	ftb_45
0x00056e29	Calibration / Parameter Memory Failure
0x00056e51	ftb_46
0x00056e62	Internal Electronic Failure
0x00056e7f	ftb_49
0x00056e9a	op_cycle_1
0x00056eaf	op_cycle_2
0x00056fc1	If this fault is detected the HMI output which drives the circuit will be disabled and the ECU will set its status to FAULTY.
0x00057040	A message indicating a CTA or BLIS fault will be displayed by the instrument cluster and the alert icon will turn OFF
0x000570b7	Test will fail if the mirror LED is shortened to GND for 650ms.
0x000570f9	650ms
0x00057130	dtc_91D6_fi_0
0x0005718c	If this fault is detected the HMI output which drives the circuit will be disabled and the ECU will set its status to FAULTY.
0x0005738f	dtc_91D6_fi_1
0x000573a3	Driver Display Alert LED
0x000573bd	dtc_91D6
0x0005741f	The ECU will report a fault.
0x0005743d	A message indicating a CTA or BLIS fault will be displayed by the instrument cluster and the alert icon will turn OFF
0x0005756b	3s
0x0005759f	dtc_C100_fi_0
0x000575b3	Lost Communication With ECM/PCM "A"
0x000575d8	dtc_C100
0x00057640	A message indicating a CTA or BLIS fault will be displayed by the instrument cluster and the alert icon will turn OFF
0x00057784	dtc_C101_fi_0
0x00057798	Lost Communication With TCM
0x000577b5	dtc_C101
0x0005781d	A message indicating a CTA or BLIS or CwB fault will be displayed by the instrument cluster and the alert icon will turn OFF
0x0005789b	If the signal CtaBrk_D_Stat = Denied for 3 consequitve counts (3s) sensor will fail
0x00057927	dtc_C121_fi_0
0x0005793b	Lost Communication With Anti-Lock Brake System (ABS) Control Module "A"
0x00057984	dtc_C121
0x000579e6	The ECU will report a fault
0x00057a03	Boundary Alert feature will be OFF
0x00057b4a	dtc_C140_fi_0
0x00057b5e	Lost Communication with Body Control Module
0x00057b8b	dtc_C140
0x00057bf3	A message indicating a CTA or BLIS fault will be displayed by the instrument cluster and the alert icon will turn OFF
0x00057d67	dtc_C146_fi_0
0x00057d7b	Lost Communication With Gateway "A"
0x00057da0	dtc_C146
0x00057e08	No effect on Boundary Alert feature
0x00057f0a	dtc_C151_fi_0
0x00057f1e	Lost Communication with Restraints Control Module
0x00057f51	dtc_C151
0x000580b7	dtc_C155_fi_0
0x000580cb	Lost Communication With Instrument Panel Cluster (IPC) Control Module
0x00058112	dtc_C155
0x000583bf	dtc_C199_fi_0
0x000583d3	Lost Communication With "Door Control Module A"
0x00058404	dtc_C199
0x000586af	dtc_C200_fi_0
0x000586c3	Lost Communication With "Door Control Module B"
0x000586f4	dtc_C200
0x0005875c	Feature will be turned OFF by IPMB
0x00058780	If CtaLeftBrkEnbl_B_Rq is stale for 15 consecutive counts (3s) this will fail.
0x00058807	dtc_C232_fi_0
0x00058869	Boundary Alert feature will be OFF if the feature is enable
0x000588a6	If BA_Enable_Disable = ENABLE & BalrSysData1 is missing for 60 consecutive counts (3 sec) this will fail. Otherwise will pass
0x0005895c	dtc_C232_fi_1
0x00058970	Lost Communication With Side Obstacle Detection Control Module "A"
0x000589b4	dtc_C232
0x00058a22	If CtaRightBrkEnbl_B_Rq is stale for 15 consecutive counts (3s) this will fail.
0x00058aaa	dtc_C233_fi_0
0x00058b0c	Boundary Alert feature will be OFF if the feature is enable
0x00058b49	If BA_Enable_Disable = ENABLE & BalrSysData3 is missing for 60 consecutive counts (3 sec) this will fail. Otherwise will pass
0x00058bff	dtc_C233_fi_1
0x00058c13	Lost Communication With Side Obstacle Detection Control Module "B"
0x00058c57	dtc_C233
0x00058cbf	The instrument cluster will display a message indicating a BLIS or CTA fault and the alert icon will turn OFF
0x00058df2	dtc_C401_fi_0
0x00058e06	Invalid Data Received from ECM/PCM A
0x00058e2c	dtc_C401
0x00058e8e	The ECU will report a CTA fault.
0x00058eb0	A message indicating a CTA fault will be displayed by the instrument cluster and the alert icon will turn OFF
0x00058f1f	If the signal GearLvrPos_D_Actl is received with an invalid value for 3s then this test will fail. Otherwise it will pass
0x00058fd1	dtc_C402_fi_0
0x00058fe5	Invalid Data Received from TCM
0x00059005	dtc_C402
0x0005906d	A message indicating a CTA or BLIS or CwB fault will be displayed by the instrument cluster and the alert icon will turn OFF
0x000591a6	dtc_C415_fi_0
0x000591ba	Invalid Data Received From Anti-Lock Brake System (ABS) Control Module "A"
0x00059206	dtc_C415
0x00059268	The ECU will set its status to FAULTY.
0x00059290	The instrument cluster will display a message indicating a BLIS or CTA fault and the alert icon will turn OFF
0x000593b4	1.2s
0x000593ea	dtc_C49A_fi_0
0x000593fe	Invalid Data Received From "Door Control Module A"
0x00059432	dtc_C49A
0x0005949a	The instrument cluster will display a message indicating a BLIS or CTA fault and the alert icon will turn OFF
0x000595f4	dtc_C501_fi_0
0x00059608	Invalid Data Received From "Door Control Module B"
0x0005963c	dtc_C501
0x000596a4	A message indicating a CTA or BLIS or CwB fault will be displayed by the instrument cluster and the alert icon will turn OFF
0x00059722	If CtaLeftBrkEnbl_B_Rq is not equal to CtaRightBrkEnbl_B_Rq for 15 consecutive counts (3s) this will fail.
0x000597c5	dtc_C533_fi_0
0x000597d9	Invalid Data Received From Side Obstacle Detection Control Module "A"
0x00059820	dtc_C533
0x00059888	A message indicating a CTA or BLIS or CwB fault will be displayed by the instrument cluster and the alert icon will turn OFF
0x00059906	If CtaLeftBrkEnbl_B_Rq is not equal to CtaRightBrkEnbl_B_Rq for 15 consecutive counts (3s) this will fail.
0x000599a9	dtc_C534_fi_0
0x000599bd	Invalid Data Received From Side Obstacle Detection Control Module "B"
0x00059a04	dtc_C534
0x00059a66	The alert icon will turn on
0x00059a83	The instrument cluster will display a message indicating a BLIS or CTA fault and the alert icon will turn ON
0x00059af1	This DTC will be set until all configuration DIDs (DE00-DE0B) have been written per ECU Configuration Spec
0x00059b5e	100ms
0x00059b95	dtc_E100_fi_0
0x00059ba9	Initial Configuration Not Complete
0x00059bcd	dtc_E100
0x00059c2f	The ECU will report a Fault
0x00059dd3	dtc_E101_fi_0
0x00059de7	Control Module Configuration Incompatible
0x00059e12	dtc_E101
0x00059e7a	The instrument cluster will display a message indicating a BLIS or CTA fault and the alert icon will turn OFF
0x00059f87	16s
0x00059fbc	dtc_E300_fi_0
0x00059fd0	Central Configuration
0x00059fe7	dtc_E300
0x0005a049	Sensor restart.
0x0005a05a	BLIS/CTA function is unavailable up to 3s..
0x0005a087	If the RAM 2bit ECC is correct this test will pass. Otherwise it will fail.
0x0005a0d5	With each RAM access.
0x0005a11c	dtc_F000_fi_0
0x0005a17e	BLIS/CTA function is unavailable up to 3s.
0x0005a1aa	If the FLASH 2bit ECC is correct this test will pass. Otherwise it will fail.
0x0005a1fa	With each FLASH access.
0x0005a243	dtc_F000_fi_1
0x0005a2a5	The instrument cluster will display a message indicating a BLIS or CTA fault and the alert icon will turn OFF
0x0005a314	If the Calibration CRC is correct this test will pass. Otherwise it will fail.
0x0005a365	Once at startup
0x0005a3a6	dtc_F000_fi_2
0x0005a408	The instrument cluster will display a message indicating a BLIS or CTA fault and the alert icon will turn OFF
0x0005a477	If there is no Internal Electronic Failure this test will pass. Otherwise it will fail.
0x0005a4d1	Continuous
0x0005a50d	dtc_F000_fi_3
0x0005a521	Control Module
0x0005a531	dtc_F000
0x0005a599	The instrument cluster will display a message indicating a BLIS or CTA fault and the alert icon will turn OFF
0x0005a6c6	Test will be evaluated each time GGCC_Config_Mgmt_ID_1_MS1 message is received by the sensor
0x0005a754	dtc_F002_fi_0
0x0005a76e	dtc_F002
0x0005a7bc	mem_00
0x0005a7c4	Application
0x0005a7fb	mem_01
0x0005a803	Secondary Bootloader
0x0005a87a	Type 2
0x0005a882	routine_0202_results_resp_param__param_0_resp_sub_item_bit_1_data_def_enum_1
0x0005a8dd	routine_0202_results_resp_param__param_0_resp_sub_item_bit_1_data_def
0x0005a931	routine_0202_results_resp_param__param_0_resp_sub_item_bit_1
0x0005a96f	RoutineType
0x0005a9a1	completed
0x0005a9ac	routine_0202_results_resp_param__param_0_resp_sub_item_bit_2_data_def_enum_1
0x0005aa04	aborted
0x0005aa0d	routine_0202_results_resp_param__param_0_resp_sub_item_bit_2_data_def_enum_2
0x0005aa65	active
0x0005aa6d	routine_0202_results_resp_param__param_0_resp_sub_item_bit_2_data_def_enum_3
0x0005aac8	routine_0202_results_resp_param__param_0_resp_sub_item_bit_2_data_def
0x0005ab1c	routine_0202_results_resp_param__param_0_resp_sub_item_bit_2
0x0005ab5a	RoutineStatus
0x0005ab72	RoutineInfo
0x0005abb1	routine_0202_results_resp_param__param_1_resp_sub_item_bit_1_data_def
0x0005ac05	routine_0202_results_resp_param__param_1_resp_sub_item_bit_1
0x0005ac43	On-Demand DTCs
0x0005ac5e	Response Additional Data
0x0005acc6	routine_0202_param_1_start_resp_1_routinetype_resp_data_def_enum_1
0x0005ad17	routine_0202_param_1_start_resp_1_routinetype_resp_data_def
0x0005ad61	routine_0202_param_1_start_resp_1_subfield_1
0x0005ad8f	RoutineType
0x0005adc7	routine_0202_param_1_start_resp_1_routinestatus_resp_data_def_enum_1
0x0005ae1d	routine_0202_param_1_start_resp_1_routinestatus_resp_data_def_enum_2
0x0005ae73	routine_0202_param_1_start_resp_1_routinestatus_resp_data_def_enum_3
0x0005aec6	routine_0202_param_1_start_resp_1_routinestatus_resp_data_def
0x0005af12	routine_0202_param_1_start_resp_1_subfield_2
0x0005af40	RoutineStatus
0x0005afac	routine_0202_stop_resp__routinetype_resp_data_def_enum_1
0x0005aff3	routine_0202_stop_resp__routinetype_resp_data_def
0x0005b033	routine_routine_0202_stop_resp_0_stop_resp_1_subfield_1
0x0005b06c	RoutineType
0x0005b0a4	routine_0202_stop_resp__routinestatus_resp_data_def_enum_1
0x0005b0f0	routine_0202_stop_resp__routinestatus_resp_data_def_enum_2
0x0005b13c	routine_0202_stop_resp__routinestatus_resp_data_def_enum_3
0x0005b185	routine_0202_stop_resp__routinestatus_resp_data_def
0x0005b1c7	routine_routine_0202_stop_resp_0_stop_resp_1_subfield_2
0x0005b200	RoutineStatus
0x0005b22c	routine_0202
0x0005b23a	On-Demand Self-Test
0x0005b2b1	routine_routine_0301_start_req_1_subfield_1_bit_0_req_data_def
0x0005b2fe	routine_routine_0301_start_req_1_subfield_1
0x0005b32b	Memory Address
0x0005b344	Request Additional Data
0x0005b399	Type 1
0x0005b3a1	routine_0301_param_1_start_resp_1_routinetype_resp_data_def_enum_1
0x0005b3f2	routine_0301_param_1_start_resp_1_routinetype_resp_data_def
0x0005b43c	routine_0301_param_1_start_resp_1_subfield_1
0x0005b46a	RoutineType
0x0005b4a2	routine_0301_param_1_start_resp_1_routinestatus_resp_data_def_enum_1
0x0005b4f5	routine_0301_param_1_start_resp_1_routinestatus_resp_data_def
0x0005b541	routine_0301_param_1_start_resp_1_subfield_2
0x0005b56f	RoutineStatus
0x0005b5a8	routine_0301
0x0005b5b6	Activate Secondary Boot-loader
0x0005b646	routine_0304_param_1_start_resp_1_routinetype_resp_data_def_enum_1
0x0005b697	routine_0304_param_1_start_resp_1_routinetype_resp_data_def
0x0005b6e1	routine_0304_param_1_start_resp_1_subfield_1
0x0005b70f	RoutineType
