# G2201450.mdx  size=5,409,214 B  records=87301
0x0000084e	Body Control Module
0x0048dbc0	did_FD56_subfield_1
0x0048dbd5	Antenna 0 critical error
0x0048dc0d	did_fd56_subfield_2_data_def
0x0048dc38	did_FD56_subfield_2
0x0048dc4d	Antenna 1 critical error
0x0048dc85	did_fd56_subfield_3_data_def
0x0048dcb0	did_FD56_subfield_3
0x0048dcc5	Antenna 2 critical error
0x0048dcfd	did_fd56_subfield_4_data_def
0x0048dd28	did_FD56_subfield_4
0x0048dd3d	Antenna 3 critical error
0x0048dd75	did_fd56_subfield_5_data_def
0x0048dda0	did_FD56_subfield_5
0x0048ddb5	Antenna 4 critical error
0x0048dded	did_fd56_subfield_6_data_def
0x0048de18	did_FD56_subfield_6
0x0048de2d	Antenna 5 critical error
0x0048de65	did_fd56_subfield_7_data_def
0x0048de90	did_FD56_subfield_7
0x0048dea5	Antenna 6 critical error
0x0048dedd	did_fd56_subfield_8_data_def
0x0048df08	did_FD56_subfield_8
0x0048df1d	Antenna 7 critical error
0x0048df3f	did_FD56
0x0048df49	CriticalError
0x0048e19d	session_01
0x0048e1a9	defaultSession
0x0048e2b4	session_03
0x0048e2c0	extendedDiagnosticSession
0x0048e2e0	service_22_p4_max_00
0x0048e453	session_02
0x0048e45f	programmingSession
0x0048e478	service_22_p4_max_01
0x0048e4db	nrc_13
0x0048e4e3	incorrectMessageLengthOrInvalidFormat
0x0048e521	nrc_22
0x0048e529	conditionsNotCorrect
0x0048e556	nrc_31
0x0048e55e	requestOutOfRange
0x0048e588	nrc_33
0x0048e590	securityAccessDenied
0x0048e5bf	service_22
0x0048e5cb	ReadDataByIdentifier
0x0048e667	did_fd57_subfield_1_data_def
0x0048e692	did_FD57_subfield_1
0x0048e6a7	Send number
0x0048e6d2	did_fd57_subfield_2_data_def
0x0048e6fd	did_FD57_subfield_2
0x0048e712	Discharge register
0x0048e72e	did_FD57
0x0048e738	Discharge
0x0048e819	SCAN_OUTSIDE_MULTIZONE
0x0048e831	did_fd5a_subfield_1_data_def_enum_1
0x0048e860	SCAN_OUTSIDE_NO_AUTH_MULTIZONE
0x0048e880	did_fd5a_subfield_1_data_def_enum_2
0x0048e8af	ACCESS_LEFT
0x0048e8bc	did_fd5a_subfield_1_data_def_enum_3
0x0048e8eb	ACCESS_LEFT_NO_AUTH
0x0048e900	did_fd5a_subfield_1_data_def_enum_4
0x0048e92f	ACCESS_RIGHT
0x0048e93d	did_fd5a_subfield_1_data_def_enum_5
0x0048e96c	ACCESS_RIGHT_NO_AUTH
0x0048e982	did_fd5a_subfield_1_data_def_enum_6
0x0048e9b1	ACCESS_REAR
0x0048e9be	did_fd5a_subfield_1_data_def_enum_7
0x0048e9ed	ACCESS_REAR_NO_AUTH
0x0048ea02	did_fd5a_subfield_1_data_def_enum_8
0x0048ea31	START
0x0048ea38	did_fd5a_subfield_1_data_def_enum_9
0x0048ea67	SCAN_INSIDE
0x0048ea74	did_fd5a_subfield_1_data_def_enum_10
0x0048eaa4	SCAN_INSIDE_NO_AUTH
0x0048eab9	did_fd5a_subfield_1_data_def_enum_11
0x0048eae9	SCAN_PASSENGER
0x0048eaf9	did_fd5a_subfield_1_data_def_enum_12
0x0048eb29	SCAN_PASSENGER_NO_AUTH
0x0048eb41	did_fd5a_subfield_1_data_def_enum_13
0x0048eb71	SCAN_LUGGAGE
0x0048eb7f	did_fd5a_subfield_1_data_def_enum_14
0x0048ebaf	SCAN_LUGGAGE_NO_AUTH
0x0048ebc5	did_fd5a_subfield_1_data_def_enum_15
0x0048ebf5	START_DOOR_OPEN
0x0048ec06	did_fd5a_subfield_1_data_def_enum_16
0x0048ec36	START_ROOF_OPEN
0x0048ec47	did_fd5a_subfield_1_data_def_enum_17
0x0048ec77	START_TRUNK_OPEN
0x0048ec89	did_fd5a_subfield_1_data_def_enum_18
0x0048ecb9	SCAN_INSIDE_DOOR_OPEN
0x0048ecd0	did_fd5a_subfield_1_data_def_enum_19
0x0048ed00	SCAN_INSIDE_ROOF_OPEN
0x0048ed17	did_fd5a_subfield_1_data_def_enum_20
0x0048ed47	SCAN_INSIDE_TRUNK_OPEN
0x0048ed5f	did_fd5a_subfield_1_data_def_enum_21
0x0048ed8f	SCAN_LUGGAGE_TRUNK_OPEN
0x0048eda8	did_fd5a_subfield_1_data_def_enum_22
0x0048edd8	SCAN_PASSENGER_DOOR_OPEN
0x0048edf2	did_fd5a_subfield_1_data_def_enum_23
0x0048ee22	SCAN_PASSENGER_ROOF_OPEN
0x0048ee3c	did_fd5a_subfield_1_data_def_enum_24
0x0048ee6c	WELCOME_LIGHT
0x0048ee7b	did_fd5a_subfield_1_data_def_enum_25
0x0048eeab	RESERVED1
0x0048eeb6	did_fd5a_subfield_1_data_def_enum_26
0x0048eee6	RESERVED2
0x0048eef1	did_fd5a_subfield_1_data_def_enum_27
0x0048ef21	RESERVED3
0x0048ef2c	did_fd5a_subfield_1_data_def_enum_28
0x0048ef5c	RESERVED4
0x0048ef67	did_fd5a_subfield_1_data_def_enum_29
0x0048ef97	RESERVED5
0x0048efa2	did_fd5a_subfield_1_data_def_enum_30
0x0048efd2	DIAGNOSIS
0x0048efdd	did_fd5a_subfield_1_data_def_enum_31
0x0048f00d	LEARNING
0x0048f017	did_fd5a_subfield_1_data_def_enum_32
0x0048f04a	did_fd5a_subfield_1_data_def
0x0048f075	did_FD5A_subfield_1
0x0048f08a	Use case index
0x0048f0b8	did_fd5a_subfield_2_data_def
0x0048f0e3	did_FD5A_subfield_2
0x0048f0f8	Antenna areas
0x0048f125	did_fd5a_subfield_3_data_def
0x0048f150	did_FD5A_subfield_3
0x0048f165	Key present list
0x0048f195	did_fd5a_subfield_4_data_def
0x0048f1c0	did_FD5A_subfield_4
0x0048f1d5	Key not present list
0x0048f210	FALSE
0x0048f217	did_fd5a_subfield_5_data_def_enum_1
0x0048f246	TRUE
0x0048f24c	did_fd5a_subfield_5_data_def_enum_2
0x0048f27e	did_fd5a_subfield_5_data_def
0x0048f2a9	did_FD5A_subfield_5
0x0048f2be	Is critical
0x0048f2d3	did_FD5A
0x0048f2dd	UseCase
0x0048f3b7	did_fd60_subfield_1_data_def
0x0048f3e2	did_FD60_subfield_1
0x0048f3f7	Antenna area index
0x0048f42d	did_fd60_subfield_2_data_def
0x0048f458	did_FD60_subfield_2
0x0048f46d	Wakeup 0 antennas
0x0048f4f6	did_fd60_subfield_3_data_def
0x0048f521	did_FD60_subfield_3
0x0048f536	Wakeup 0 antenna 0 current
0x0048f5aa	did_fd60_subfield_4_data_def
0x0048f5d5	did_FD60_subfield_4
0x0048f5ea	Wakeup 0 antenna 1 current
0x0048f65e	did_fd60_subfield_5_data_def
0x0048f689	did_FD60_subfield_5
0x0048f69e	Wakeup 0 antenna 2 current
0x0048f712	did_fd60_subfield_6_data_def
0x0048f73d	did_FD60_subfield_6
0x0048f752	Wakeup 0 antenna 3 current
0x0048f7c6	did_fd60_subfield_7_data_def
0x0048f7f1	did_FD60_subfield_7
0x0048f806	Wakeup 0 antenna 4 current
0x0048f87a	did_fd60_subfield_8_data_def
0x0048f8a5	did_FD60_subfield_8
0x0048f8ba	Wakeup 0 antenna 5 current
0x0048f92e	did_fd60_subfield_9_data_def
0x0048f959	did_FD60_subfield_9
0x0048f96e	Wakeup 0 antenna 6 current
0x0048f9e2	did_fd60_subfield_10_data_def
0x0048fa0e	did_FD60_subfield_10
0x0048fa24	Wakeup 0 antenna 7 current
0x0048fa62	did_fd60_subfield_11_data_def
0x0048fa8e	did_FD60_subfield_11
0x0048faa4	Wakeup 1 antennas
0x0048fb0f	did_fd60_subfield_12_data_def
0x0048fb3b	did_FD60_subfield_12
0x0048fb51	Wakeup 1 antenna 0 current
0x0048fbc5	did_fd60_subfield_13_data_def
0x0048fbf1	did_FD60_subfield_13
0x0048fc07	Wakeup 1 antenna 1 current
0x0048fc7b	did_fd60_subfield_14_data_def
0x0048fca7	did_FD60_subfield_14
0x0048fcbd	Wakeup 1 antenna 2 current
0x0048fd31	did_fd60_subfield_15_data_def
0x0048fd5d	did_FD60_subfield_15
0x0048fd73	Wakeup 1 antenna 3 current
0x0048fde7	did_fd60_subfield_16_data_def
0x0048fe13	did_FD60_subfield_16
0x0048fe29	Wakeup 1 antenna 4 current
0x0048fe9d	did_fd60_subfield_17_data_def
0x0048fec9	did_FD60_subfield_17
0x0048fedf	Wakeup 1 antenna 5 current
0x0048ff53	did_fd60_subfield_18_data_def
0x0048ff7f	did_FD60_subfield_18
0x0048ff95	Wakeup 1 antenna 6 current
0x00490009	did_fd60_subfield_19_data_def
0x00490035	did_FD60_subfield_19
0x0049004b	Wakeup 1 antenna 7 current
0x00490089	did_fd60_subfield_20_data_def
0x004900b5	did_FD60_subfield_20
0x004900cb	HFM 0 antennas
0x00490133	did_fd60_subfield_21_data_def
0x0049015f	did_FD60_subfield_21
0x00490175	HFM 0 antenna 0 current
0x004901e6	did_fd60_subfield_22_data_def
0x00490212	did_FD60_subfield_22
0x00490228	HFM 0 antenna 1 current
0x00490299	did_fd60_subfield_23_data_def
0x004902c5	did_FD60_subfield_23
0x004902db	HFM 0 antenna 2 current
0x0049034c	did_fd60_subfield_24_data_def
0x00490378	did_FD60_subfield_24
0x0049038e	HFM 0 antenna 3 current
0x004903ff	did_fd60_subfield_25_data_def
0x0049042b	did_FD60_subfield_25
0x00490441	HFM 0 antenna 4 current
0x004904b2	did_fd60_subfield_26_data_def
0x004904de	did_FD60_subfield_26
0x004904f4	HFM 0 antenna 5 current
0x00490565	did_fd60_subfield_27_data_def
0x00490591	did_FD60_subfield_27
0x004905a7	HFM 0 antenna 6 current
0x00490618	did_fd60_subfield_28_data_def
0x00490644	did_FD60_subfield_28
0x0049065a	HFM 0 antenna 7 current
0x00490695	did_fd60_subfield_29_data_def
0x004906c1	did_FD60_subfield_29
0x004906d7	HFM 1 antennas
0x0049073f	did_fd60_subfield_30_data_def
0x0049076b	did_FD60_subfield_30
0x00490781	HFM 1 antenna 0 current
0x004907f2	did_fd60_subfield_31_data_def
0x0049081e	did_FD60_subfield_31
0x00490834	HFM 1 antenna 1 current
0x004908a5	did_fd60_subfield_32_data_def
0x004908d1	did_FD60_subfield_32
0x004908e7	HFM 1 antenna 2 current
0x00490958	did_fd60_subfield_33_data_def
0x00490984	did_FD60_subfield_33
0x0049099a	HFM 1 antenna 3 current
0x00490a0b	did_fd60_subfield_34_data_def
0x00490a37	did_FD60_subfield_34
0x00490a4d	HFM 1 antenna 4 current
0x00490abe	did_fd60_subfield_35_data_def
0x00490aea	did_FD60_subfield_35
0x00490b00	HFM 1 antenna 5 current
0x00490b71	did_fd60_subfield_36_data_def
0x00490b9d	did_FD60_subfield_36
0x00490bb3	HFM 1 antenna 6 current
0x00490c24	did_fd60_subfield_37_data_def
0x00490c50	did_FD60_subfield_37
0x00490c66	HFM 1 antenna 7 current
0x00490ca1	did_fd60_subfield_38_data_def
0x00490ccd	did_FD60_subfield_38
0x00490ce3	HFM 2 antennas
0x00490d4b	did_fd60_subfield_39_data_def
0x00490d77	did_FD60_subfield_39
0x00490d8d	HFM 2 antenna 0 current
0x00490dfe	did_fd60_subfield_40_data_def
0x00490e2a	did_FD60_subfield_40
0x00490e40	HFM 2 antenna 1 current
0x00490eb1	did_fd60_subfield_41_data_def
0x00490edd	did_FD60_subfield_41
0x00490ef3	HFM 2 antenna 2 current
0x00490f64	did_fd60_subfield_42_data_def
0x00490f90	did_FD60_subfield_42
0x00490fa6	HFM 2 antenna 3 current
0x00491017	did_fd60_subfield_43_data_def
0x00491043	did_FD60_subfield_43
0x00491059	HFM 2 antenna 4 current
0x004910ca	did_fd60_subfield_44_data_def
0x004910f6	did_FD60_subfield_44
0x0049110c	HFM 2 antenna 5 current
0x0049117d	did_fd60_subfield_45_data_def
0x004911a9	did_FD60_subfield_45
0x004911bf	HFM 2 antenna 6 current
0x00491230	did_fd60_subfield_46_data_def
0x0049125c	did_FD60_subfield_46
0x00491272	HFM 2 antenna 7 current
0x004912ad	did_fd60_subfield_47_data_def
0x004912d9	did_FD60_subfield_47
0x004912ef	HFM 3 antennas
0x00491357	did_fd60_subfield_48_data_def
0x00491383	did_FD60_subfield_48
0x00491399	HFM 3 antenna 0 current
0x0049140a	did_fd60_subfield_49_data_def
0x00491436	did_FD60_subfield_49
0x0049144c	HFM 3 antenna 1 current
0x004914bd	did_fd60_subfield_50_data_def
0x004914e9	did_FD60_subfield_50
0x004914ff	HFM 3 antenna 2 current
0x00491570	did_fd60_subfield_51_data_def
0x0049159c	did_FD60_subfield_51
0x004915b2	HFM 3 antenna 3 current
0x00491623	did_fd60_subfield_52_data_def
0x0049164f	did_FD60_subfield_52
0x00491665	HFM 3 antenna 4 current
0x004916d6	did_fd60_subfield_53_data_def
0x00491702	did_FD60_subfield_53
0x00491718	HFM 3 antenna 5 current
0x00491789	did_fd60_subfield_54_data_def
0x004917b5	did_FD60_subfield_54
0x004917cb	HFM 3 antenna 6 current
0x0049183c	did_fd60_subfield_55_data_def
0x00491868	did_FD60_subfield_55
0x0049187e	HFM 3 antenna 7 current
0x004918b9	did_fd60_subfield_56_data_def
0x004918e5	did_FD60_subfield_56
0x004918fb	HFM 4 antennas
0x00491963	did_fd60_subfield_57_data_def
0x0049198f	did_FD60_subfield_57
0x004919a5	HFM 4 antenna 0 current
0x00491a16	did_fd60_subfield_58_data_def
0x00491a42	did_FD60_subfield_58
0x00491a58	HFM 4 antenna 1 current
0x00491ac9	did_fd60_subfield_59_data_def
0x00491af5	did_FD60_subfield_59
0x00491b0b	HFM 4 antenna 2 current
0x00491b78	did_fd60_subfield_60_data_def
0x00491ba4	did_FD60_subfield_60
0x00491bba	HFM 4 antenna 3 current
0x00491c27	did_fd60_subfield_61_data_def
0x00491c53	did_FD60_subfield_61
0x00491c69	HFM 4 antenna 4 current
0x00491cd6	did_fd60_subfield_62_data_def
0x00491d02	did_FD60_subfield_62
0x00491d18	HFM 4 antenna 5 current
0x00491d85	did_fd60_subfield_63_data_def
0x00491db1	did_FD60_subfield_63
0x00491dc7	HFM 4 antenna 6 current
0x00491e34	did_fd60_subfield_64_data_def
0x00491e60	did_FD60_subfield_64
0x00491e76	HFM 4 antenna 7 current
0x00491ead	did_fd60_subfield_65_data_def
0x00491ed9	did_FD60_subfield_65
0x00491eef	HFM 5 antennas
0x00491f53	did_fd60_subfield_66_data_def
0x00491f7f	did_FD60_subfield_66
0x00491f95	HFM 5 antenna 0 current
0x00492002	did_fd60_subfield_67_data_def
0x0049202e	did_FD60_subfield_67
0x00492044	HFM 5 antenna 1 current
0x004920b1	did_fd60_subfield_68_data_def
0x004920dd	did_FD60_subfield_68
0x004920f3	HFM 5 antenna 2 current
0x00492160	did_fd60_subfield_69_data_def
0x0049218c	did_FD60_subfield_69
0x004921a2	HFM 5 antenna 3 current
0x0049220f	did_fd60_subfield_70_data_def
0x0049223b	did_FD60_subfield_70
0x00492251	HFM 5 antenna 4 current
0x004922be	did_fd60_subfield_71_data_def
0x004922ea	did_FD60_subfield_71
0x00492300	HFM 5 antenna 5 current
0x0049236d	did_fd60_subfield_72_data_def
0x00492399	did_FD60_subfield_72
0x004923af	HFM 5 antenna 6 current
0x0049241c	did_fd60_subfield_73_data_def
0x00492448	did_FD60_subfield_73
0x0049245e	HFM 5 antenna 7 current
0x00492495	did_fd60_subfield_74_data_def
0x004924c1	did_FD60_subfield_74
0x004924d7	Options
0x004924e8	did_FD60
0x004924f2	AntennaArea
0x00492742	session_01
0x0049274e	defaultSession
0x00492859	session_03
0x00492865	extendedDiagnosticSession
0x00492885	service_22_p4_max_00
0x004929f8	session_02
0x00492a04	programmingSession
0x00492a1d	service_22_p4_max_01
0x00492a80	nrc_13
0x00492a88	incorrectMessageLengthOrInvalidFormat
0x00492ac6	nrc_22
0x00492ace	conditionsNotCorrect
0x00492afb	nrc_31
0x00492b03	requestOutOfRange
0x00492b2d	nrc_33
0x00492b35	securityAccessDenied
0x00492b64	service_22
0x00492b70	ReadDataByIdentifier
0x00492c60	did_fd65_subfield_1_data_def
0x00492c8b	did_FD65_subfield_1
0x00492ca0	Voltage default
0x00492d05	did_fd65_subfield_2_data_def
0x00492d30	did_FD65_subfield_2
0x00492d45	Voltage drop
0x00492d5b	did_FD65
0x00492d65	DCDC
0x00492fa7	session_01
0x00492fb3	defaultSession
0x004930be	session_03
0x004930ca	extendedDiagnosticSession
0x004930ea	service_22_p4_max_00
0x0049325d	session_02
0x00493269	programmingSession
0x00493282	service_22_p4_max_01
0x004932e5	nrc_13
0x004932ed	incorrectMessageLengthOrInvalidFormat
0x0049332b	nrc_22
0x00493333	conditionsNotCorrect
0x00493360	nrc_31
0x00493368	requestOutOfRange
0x00493392	nrc_33
0x0049339a	securityAccessDenied
0x004933c9	service_22
0x004933d5	ReadDataByIdentifier
0x00493465	did_fd66_subfield_1_data_def
0x00493490	did_FD66_subfield_1
0x004934a5	LFTool major version
0x004934d9	did_fd66_subfield_2_data_def
0x00493504	did_FD66_subfield_2
0x00493519	LFTool minor version
0x0049354d	did_fd66_subfield_3_data_def
0x00493578	did_FD66_subfield_3
0x0049358d	LFTool build version
0x004935ab	did_FD66
0x004935b5	LFToolVersion
0x00493809	session_01
0x00493815	defaultSession
0x00493920	session_03
0x0049392c	extendedDiagnosticSession
0x0049394c	service_22_p4_max_00
0x00493abf	session_02
0x00493acb	programmingSession
0x00493ae4	service_22_p4_max_01
0x00493b47	nrc_13
0x00493b4f	incorrectMessageLengthOrInvalidFormat
0x00493b8d	nrc_22
0x00493b95	conditionsNotCorrect
0x00493bc2	nrc_31
0x00493bca	requestOutOfRange
0x00493bf4	nrc_33
0x00493bfc	securityAccessDenied
0x00493c2b	service_22
0x00493c37	ReadDataByIdentifier
0x00493cc7	did_fd67_subfield_1_data_def
0x00493cf2	did_FD67_subfield_1
0x00493d07	S19Version
0x00493d1b	did_FD67
0x00493d25	S19Version
0x00493f75	session_01
0x00493f81	defaultSession
0x0049408c	session_03
0x00494098	extendedDiagnosticSession
0x004940b8	service_22_p4_max_00
0x0049422b	session_02
0x00494237	programmingSession
0x00494250	service_22_p4_max_01
0x004942b3	nrc_13
0x004942bb	incorrectMessageLengthOrInvalidFormat
0x004942f9	nrc_22
0x00494301	conditionsNotCorrect
0x0049432e	nrc_31
0x00494336	requestOutOfRange
0x00494360	nrc_33
0x00494368	securityAccessDenied
0x00494397	service_22
0x004943a3	ReadDataByIdentifier
0x00494443	did_fd68_subfield_1_data_def
0x0049446e	did_FD68_subfield_1
0x00494483	Antenna 0 iSense values
0x004944be	did_fd68_subfield_2_data_def
0x004944e9	did_FD68_subfield_2
0x004944fe	Antenna 1 iSense values
0x00494539	did_fd68_subfield_3_data_def
0x00494564	did_FD68_subfield_3
0x00494579	Antenna 2 iSense values
0x004945b4	did_fd68_subfield_4_data_def
0x004945df	did_FD68_subfield_4
0x004945f4	Antenna 3 iSense values
0x0049462f	did_fd68_subfield_5_data_def
0x0049465a	did_FD68_subfield_5
0x0049466f	Antenna 4 iSense values
0x004946aa	did_fd68_subfield_6_data_def
0x004946d5	did_FD68_subfield_6
0x004946ea	Antenna 5 iSense values
0x00494725	did_fd68_subfield_7_data_def
0x00494750	did_FD68_subfield_7
0x00494765	Antenna 6 iSense values
0x004947a0	did_fd68_subfield_8_data_def
0x004947cb	did_FD68_subfield_8
0x004947e0	Antenna 7 iSense values
0x0049481b	did_fd68_subfield_9_data_def
0x00494846	did_FD68_subfield_9
0x0049485b	Antenna 0 iSense offsets
0x00494897	did_fd68_subfield_10_data_def
0x004948c3	did_FD68_subfield_10
0x004948d9	Antenna 1 iSense offsets
0x00494915	did_fd68_subfield_11_data_def
0x00494941	did_FD68_subfield_11
0x00494957	Antenna 2 iSense offsets
0x00494993	did_fd68_subfield_12_data_def
0x004949bf	did_FD68_subfield_12
0x004949d5	Antenna 3 iSense offsets
0x00494a11	did_fd68_subfield_13_data_def
0x00494a3d	did_FD68_subfield_13
0x00494a53	Antenna 4 iSense offsets
0x00494a8f	did_fd68_subfield_14_data_def
0x00494abb	did_FD68_subfield_14
0x00494ad1	Antenna 5 iSense offsets
0x00494b0d	did_fd68_subfield_15_data_def
0x00494b39	did_FD68_subfield_15
0x00494b4f	Antenna 6 iSense offsets
0x00494b87	did_fd68_subfield_16_data_def
0x00494bb3	did_FD68_subfield_16
0x00494bc9	Antenna 7 iSense offsets
0x00494c01	did_fd68_subfield_17_data_def
0x00494c2d	did_FD68_subfield_17
0x00494c43	iSense steps
0x00494c59	did_FD68
0x00494c63	SenseSine
0x00494eb1	session_01
0x00494ebd	defaultSession
0x00494fc8	session_03
0x00494fd4	extendedDiagnosticSession
0x00494ff4	service_22_p4_max_00
0x00495167	session_02
0x00495173	programmingSession
0x0049518c	service_22_p4_max_01
0x004951ef	nrc_13
0x004951f7	incorrectMessageLengthOrInvalidFormat
0x00495235	nrc_22
0x0049523d	conditionsNotCorrect
0x0049526a	nrc_31
0x00495272	requestOutOfRange
0x0049529c	nrc_33
0x004952a4	securityAccessDenied
0x004952d3	service_22
0x004952df	ReadDataByIdentifier
0x0049537f	did_fd69_subfield_1_data_def
0x004953aa	did_FD69_subfield_1
0x004953bf	Antenna 0 iSense values
0x004953fa	did_fd69_subfield_2_data_def
0x00495425	did_FD69_subfield_2
0x0049543a	Antenna 1 iSense values
0x00495475	did_fd69_subfield_3_data_def
0x004954a0	did_FD69_subfield_3
0x004954b5	Antenna 2 iSense values
0x004954f0	did_fd69_subfield_4_data_def
0x0049551b	did_FD69_subfield_4
0x00495530	Antenna 3 iSense values
0x0049556b	did_fd69_subfield_5_data_def
0x00495596	did_FD69_subfield_5
0x004955ab	Antenna 4 iSense values
0x004955e6	did_fd69_subfield_6_data_def
0x00495611	did_FD69_subfield_6
0x00495626	Antenna 5 iSense values
0x00495661	did_fd69_subfield_7_data_def
0x0049568c	did_FD69_subfield_7
0x004956a1	Antenna 6 iSense values
0x004956dc	did_fd69_subfield_8_data_def
0x00495707	did_FD69_subfield_8
0x0049571c	Antenna 7 iSense values
0x00495757	did_fd69_subfield_9_data_def
0x00495782	did_FD69_subfield_9
0x00495797	Antenna 0 iSense offsets
0x004957d3	did_fd69_subfield_10_data_def
0x004957ff	did_FD69_subfield_10
0x00495815	Antenna 1 iSense offsets
0x00495851	did_fd69_subfield_11_data_def
0x0049587d	did_FD69_subfield_11
0x00495893	Antenna 2 iSense offsets
0x004958cf	did_fd69_subfield_12_data_def
0x004958fb	did_FD69_subfield_12
0x00495911	Antenna 3 iSense offsets
0x0049594d	did_fd69_subfield_13_data_def
0x00495979	did_FD69_subfield_13
0x0049598f	Antenna 4 iSense offsets
0x004959cb	did_fd69_subfield_14_data_def
0x004959f7	did_FD69_subfield_14
0x00495a0d	Antenna 5 iSense offsets
0x00495a49	did_fd69_subfield_15_data_def
0x00495a75	did_FD69_subfield_15
0x00495a8b	Antenna 6 iSense offsets
0x00495ac3	did_fd69_subfield_16_data_def
0x00495aef	did_FD69_subfield_16
0x00495b05	Antenna 7 iSense offsets
0x00495b3d	did_fd69_subfield_17_data_def
0x00495b69	did_FD69_subfield_17
0x00495b7f	iSense steps
0x00495b95	did_FD69
0x00495b9f	SenseSquare
0x00495def	session_01
0x00495dfb	defaultSession
0x00495f06	session_03
0x00495f12	extendedDiagnosticSession
0x00495f32	service_22_p4_max_00
0x004960a5	session_02
0x004960b1	programmingSession
0x004960ca	service_22_p4_max_01
0x0049612d	nrc_13
0x00496135	incorrectMessageLengthOrInvalidFormat
0x00496173	nrc_22
0x0049617b	conditionsNotCorrect
0x004961a8	nrc_31
0x004961b0	requestOutOfRange
0x004961da	nrc_33
0x004961e2	securityAccessDenied
0x00496211	service_22
0x0049621d	ReadDataByIdentifier
0x004962bd	did_fd6a_subfield_1_data_def
0x004962e8	did_FD6A_subfield_1
0x004962fd	Antenna 0 max calibration
0x0049633a	did_fd6a_subfield_2_data_def
0x00496365	did_FD6A_subfield_2
0x0049637a	Antenna 1 max calibration
0x004963b7	did_fd6a_subfield_3_data_def
0x004963e2	did_FD6A_subfield_3
0x004963f7	Antenna 2 max calibration
0x00496434	did_fd6a_subfield_4_data_def
0x0049645f	did_FD6A_subfield_4
0x00496474	Antenna 3 max calibration
0x004964b1	did_fd6a_subfield_5_data_def
0x004964dc	did_FD6A_subfield_5
0x004964f1	Antenna 4 max calibration
0x0049652e	did_fd6a_subfield_6_data_def
0x00496559	did_FD6A_subfield_6
0x0049656e	Antenna 5 max calibration
0x004965ab	did_fd6a_subfield_7_data_def
0x004965d6	did_FD6A_subfield_7
0x004965eb	Antenna 6 max calibration
0x00496628	did_fd6a_subfield_8_data_def
0x00496653	did_FD6A_subfield_8
0x00496668	Antenna 7 max calibration
0x004966a5	did_fd6a_subfield_9_data_def
0x004966d0	did_FD6A_subfield_9
0x004966e5	Antenna 0 default calibration
0x00496726	did_fd6a_subfield_10_data_def
0x00496752	did_FD6A_subfield_10
0x00496768	Antenna 1 default calibration
0x004967a9	did_fd6a_subfield_11_data_def
0x004967d5	did_FD6A_subfield_11
0x004967eb	Antenna 2 default calibration
0x0049682c	did_fd6a_subfield_12_data_def
0x00496858	did_FD6A_subfield_12
0x0049686e	Antenna 3 default calibration
0x004968af	did_fd6a_subfield_13_data_def
0x004968db	did_FD6A_subfield_13
0x004968f1	Antenna 4 default calibration
0x00496932	did_fd6a_subfield_14_data_def
0x0049695e	did_FD6A_subfield_14
0x00496974	Antenna 5 default calibration
0x004969b5	did_fd6a_subfield_15_data_def
0x004969e1	did_FD6A_subfield_15
0x004969f7	Antenna 6 default calibration
0x00496a38	did_fd6a_subfield_16_data_def
0x00496a64	did_FD6A_subfield_16
0x00496a7a	Antenna 7 default calibration
0x00496abb	did_fd6a_subfield_17_data_def
0x00496ae7	did_FD6A_subfield_17
0x00496afd	Antenna 0 min calibration
0x00496b3a	did_fd6a_subfield_18_data_def
0x00496b66	did_FD6A_subfield_18
0x00496b7c	Antenna 1 min calibration
0x00496bb9	did_fd6a_subfield_19_data_def
0x00496be5	did_FD6A_subfield_19
0x00496bfb	Antenna 2 min calibration
0x00496c38	did_fd6a_subfield_20_data_def
0x00496c64	did_FD6A_subfield_20
0x00496c7a	Antenna 3 min calibration
0x00496cb7	did_fd6a_subfield_21_data_def
0x00496ce3	did_FD6A_subfield_21
0x00496cf9	Antenna 4 min calibration
0x00496d36	did_fd6a_subfield_22_data_def
0x00496d62	did_FD6A_subfield_22
0x00496d78	Antenna 5 min calibration
0x00496db5	did_fd6a_subfield_23_data_def
0x00496de1	did_FD6A_subfield_23
0x00496df7	Antenna 6 min calibration
0x00496e34	did_fd6a_subfield_24_data_def
0x00496e60	did_FD6A_subfield_24
0x00496e76	Antenna 7 min calibration
0x00496f07	did_fd6a_subfield_25_data_def
0x00496f33	did_FD6A_subfield_25
0x00496f49	Antenna 0 Zmin
0x00496fb1	did_fd6a_subfield_26_data_def
0x00496fdd	did_FD6A_subfield_26
0x00496ff3	Antenna 1 Zmin
0x0049705b	did_fd6a_subfield_27_data_def
0x00497087	did_FD6A_subfield_27
0x0049709d	Antenna 2 Zmin
0x00497105	did_fd6a_subfield_28_data_def
0x00497131	did_FD6A_subfield_28
0x00497147	Antenna 3 Zmin
0x004971af	did_fd6a_subfield_29_data_def
0x004971db	did_FD6A_subfield_29
0x004971f1	Antenna 4 Zmin
0x00497259	did_fd6a_subfield_30_data_def
0x00497285	did_FD6A_subfield_30
0x0049729b	Antenna 5 Zmin
0x00497303	did_fd6a_subfield_31_data_def
0x0049732f	did_FD6A_subfield_31
0x00497345	Antenna 6 Zmin
0x004973ad	did_fd6a_subfield_32_data_def
0x004973d9	did_FD6A_subfield_32
0x004973ef	Antenna 7 Zmin
