start_hex,start_abs_hex,end_hex,length,class,confidence,repr_values,note
0x05a74,0x101d5a74,0x05a9a,38,u16_table,low,"[0, 0, 47, 62, 78, 94, 111, 143, ... (19 total)]",contiguous u16 values in plausible range
0x05a9a,0x101d5a9a,0x05a9c,2,unknown,low,86 29,no classifier heuristic matched
0x05a9c,0x101d5a9c,0x05ac2,38,u16_table,low,"[0, 0, 47, 62, 78, 94, 111, 143, ... (19 total)]",contiguous u16 values in plausible range
0x05ac2,0x101d5ac2,0x05ac4,2,unknown,low,86 29,no classifier heuristic matched
0x05ac4,0x101d5ac4,0x05aea,38,u16_table,low,"[0, 0, 47, 62, 78, 94, 111, 143, ... (19 total)]",contiguous u16 values in plausible range
0x05aea,0x101d5aea,0x05aec,2,unknown,low,86 29,no classifier heuristic matched
0x05aec,0x101d5aec,0x05b12,38,u16_table,low,"[0, 0, 47, 62, 78, 94, 111, 143, ... (19 total)]",contiguous u16 values in plausible range
0x05b12,0x101d5b12,0x05b14,2,unknown,low,86 29,no classifier heuristic matched
0x05b14,0x101d5b14,0x05b3a,38,u16_table,low,"[0, 0, 47, 62, 78, 94, 111, 143, ... (19 total)]",contiguous u16 values in plausible range
0x05b3a,0x101d5b3a,0x05b3c,2,unknown,low,86 29,no classifier heuristic matched
0x05b3c,0x101d5b3c,0x05b62,38,u16_table,low,"[0, 0, 47, 62, 78, 94, 111, 143, ... (19 total)]",contiguous u16 values in plausible range
0x05b62,0x101d5b62,0x05b64,2,unknown,low,86 29,no classifier heuristic matched
0x05b64,0x101d5b64,0x05b8a,38,u16_table,low,"[0, 0, 47, 62, 78, 94, 111, 143, ... (19 total)]",contiguous u16 values in plausible range
0x05b8a,0x101d5b8a,0x05b8c,2,unknown,low,86 29,no classifier heuristic matched
0x05b8c,0x101d5b8c,0x05bb2,38,u16_table,low,"[0, 0, 47, 62, 78, 94, 111, 143, ... (19 total)]",contiguous u16 values in plausible range
0x05bb2,0x101d5bb2,0x05bb4,2,unknown,low,86 29,no classifier heuristic matched
0x05bb4,0x101d5bb4,0x05bda,38,u16_table,low,"[0, 0, 47, 62, 78, 94, 111, 143, ... (19 total)]",contiguous u16 values in plausible range
0x05bda,0x101d5bda,0x05bdc,2,unknown,low,86 29,no classifier heuristic matched
0x05bdc,0x101d5bdc,0x05c02,38,u16_table,low,"[0, 0, 47, 62, 78, 94, 111, 143, ... (19 total)]",contiguous u16 values in plausible range
0x05c02,0x101d5c02,0x05c0a,8,unknown,low,86 29 00 05 00 0a 00 80,no classifier heuristic matched
0x05c0a,0x101d5c0a,0x05e90,646,u16_table,low,"[0, 0, 400, 800, 1200, 1600, 2400, 3200, ... (323 total)]",contiguous u16 values in plausible range
0x05e90,0x101d5e90,0x05eb4,36,unknown,low,3d 2a 7b 54 00 80 00 00 3d 2a 7b 54 ...,no classifier heuristic matched
0x05eb4,0x101d5eb4,0x05ee6,50,timer_cluster,medium,"[32768, 0, 524, 0, 524, 0, 524, 0, ... (25 total)]",12/25 look like timer sentinels
0x05ee6,0x101d5ee6,0x05f00,26,reserved_zero,high,0x00 × 26,may be deprecated/disabled field cleared by Ford
0x05f00,0x101d5f00,0x05f0c,12,u16_table,low,"[815, 1634, 2458, 4096, 5730, 8192]",contiguous u16 values in plausible range
0x05f0c,0x101d5f0c,0x05f0e,2,unknown,low,00 a0,no classifier heuristic matched
0x05f0e,0x101d5f0e,0x05f1c,14,u16_table,low,"[0, 815, 1634, 2458, 4096, 5730, 8192]",contiguous u16 values in plausible range
0x05f1c,0x101d5f1c,0x05f1e,2,unknown,low,00 a0,no classifier heuristic matched
0x05f1e,0x101d5f1e,0x05f2c,14,u16_table,low,"[0, 815, 1634, 2458, 4096, 5730, 8192]",contiguous u16 values in plausible range
0x05f2c,0x101d5f2c,0x05f2e,2,unknown,low,00 a0,no classifier heuristic matched
0x05f2e,0x101d5f2e,0x05f3c,14,u16_table,low,"[0, 815, 1634, 2458, 4096, 5730, 8192]",contiguous u16 values in plausible range
0x05f3c,0x101d5f3c,0x05f3e,2,unknown,low,00 a0,no classifier heuristic matched
0x05f3e,0x101d5f3e,0x05f4c,14,u16_table,low,"[0, 815, 1634, 2458, 4096, 5730, 8192]",contiguous u16 values in plausible range
0x05f4c,0x101d5f4c,0x05f4e,2,unknown,low,00 a0,no classifier heuristic matched
0x05f4e,0x101d5f4e,0x05f5c,14,u16_table,low,"[0, 815, 1634, 2458, 4096, 5730, 8192]",contiguous u16 values in plausible range
0x05f5c,0x101d5f5c,0x05f5e,2,unknown,low,00 a0,no classifier heuristic matched
0x05f5e,0x101d5f5e,0x05f6c,14,u16_table,low,"[0, 815, 1634, 2458, 4096, 5730, 8192]",contiguous u16 values in plausible range
0x05f6c,0x101d5f6c,0x05f6e,2,unknown,low,00 a0,no classifier heuristic matched
0x05f6e,0x101d5f6e,0x05f7c,14,u16_table,low,"[0, 815, 1634, 2458, 4096, 5730, 8192]",contiguous u16 values in plausible range
0x05f7c,0x101d5f7c,0x05f7e,2,unknown,low,00 a0,no classifier heuristic matched
0x05f7e,0x101d5f7e,0x05f8c,14,u16_table,low,"[0, 815, 1634, 2458, 4096, 5730, 8192]",contiguous u16 values in plausible range
0x05f8c,0x101d5f8c,0x05f8e,2,unknown,low,00 a0,no classifier heuristic matched
0x05f8e,0x101d5f8e,0x05f9c,14,u16_table,low,"[0, 815, 1634, 2458, 4096, 5730, 8192]",contiguous u16 values in plausible range
0x05f9c,0x101d5f9c,0x05f9e,2,unknown,low,00 a0,no classifier heuristic matched
0x05f9e,0x101d5f9e,0x05fac,14,u16_table,low,"[0, 815, 1634, 2458, 4096, 5730, 8192]",contiguous u16 values in plausible range
0x05fac,0x101d5fac,0x05fae,2,unknown,low,00 a0,no classifier heuristic matched
0x05fae,0x101d5fae,0x05fbe,16,u16_axis,medium,"[0, 815, 1634, 2458, 4096, 5730, 8192, 40960]","monotonic u16 axis, inc"
0x05fbe,0x101d5fbe,0x06081,195,reserved_zero,high,0x00 × 195,may be deprecated/disabled field cleared by Ford
0x06081,0x101d6081,0x06082,1,unknown,low,08,no classifier heuristic matched
0x06082,0x101d6082,0x06092,16,u16_axis,medium,"[4096, 6144, 8192, 10240, 12288, 14336, 16384, 18432]","monotonic u16 axis, inc"
0x06092,0x101d6092,0x060c0,46,reserved_zero,high,0x00 × 46,may be deprecated/disabled field cleared by Ford
0x060c0,0x101d60c0,0x060d2,18,u16_table,low,"[3686, 3686, 3686, 3686, 3686, 3686, 3686, 3686, ... (9 total)]",contiguous u16 values in plausible range
0x060d2,0x101d60d2,0x060d4,2,unknown,low,00 80,no classifier heuristic matched
0x060d4,0x101d60d4,0x060dc,8,u16_axis,medium,"[32768, 9830, 6554, 3277]","monotonic u16 axis, dec"
0x060dc,0x101d60dc,0x060f1,21,reserved_zero,high,0x00 × 21,may be deprecated/disabled field cleared by Ford
0x060f1,0x101d60f1,0x060f4,3,unknown,low,40 00 40,no classifier heuristic matched
0x060f4,0x101d60f4,0x06100,12,float_table,low,"[2.004, 2.004, 2.004]",contiguous plausible float32s
0x06100,0x101d6100,0x06102,2,unknown,low,00 40,no classifier heuristic matched
0x06102,0x101d6102,0x06236,308,u16_table,low,"[0, 102, 203, 312, 465, 619, 805, 997, ... (154 total)]",contiguous u16 values in plausible range
0x06236,0x101d6236,0x06237,1,unknown,low,0a,no classifier heuristic matched
0x06237,0x101d6237,0x06244,13,reserved_zero,high,0x00 × 13,may be deprecated/disabled field cleared by Ford
0x06244,0x101d6244,0x06256,18,u16_table,low,"[16, 20, 20, 20, 20, 20, 20, 20, ... (9 total)]",contiguous u16 values in plausible range
0x06256,0x101d6256,0x06257,1,unknown,low,0a,no classifier heuristic matched
0x06257,0x101d6257,0x06264,13,reserved_zero,high,0x00 × 13,may be deprecated/disabled field cleared by Ford
0x06264,0x101d6264,0x06276,18,u16_table,low,"[16, 20, 20, 20, 20, 20, 20, 20, ... (9 total)]",contiguous u16 values in plausible range
0x06276,0x101d6276,0x06277,1,unknown,low,0a,no classifier heuristic matched
0x06277,0x101d6277,0x06284,13,reserved_zero,high,0x00 × 13,may be deprecated/disabled field cleared by Ford
0x06284,0x101d6284,0x06296,18,u16_table,low,"[16, 20, 20, 20, 20, 20, 20, 20, ... (9 total)]",contiguous u16 values in plausible range
0x06296,0x101d6296,0x06297,1,unknown,low,0a,no classifier heuristic matched
0x06297,0x101d6297,0x062a4,13,reserved_zero,high,0x00 × 13,may be deprecated/disabled field cleared by Ford
0x062a4,0x101d62a4,0x062b6,18,u16_table,low,"[16, 20, 20, 20, 20, 20, 20, 20, ... (9 total)]",contiguous u16 values in plausible range
0x062b6,0x101d62b6,0x062b7,1,unknown,low,0a,no classifier heuristic matched
0x062b7,0x101d62b7,0x062c4,13,reserved_zero,high,0x00 × 13,may be deprecated/disabled field cleared by Ford
0x062c4,0x101d62c4,0x062d6,18,u16_table,low,"[16, 20, 20, 20, 20, 20, 20, 20, ... (9 total)]",contiguous u16 values in plausible range
0x062d6,0x101d62d6,0x062d7,1,unknown,low,0a,no classifier heuristic matched
0x062d7,0x101d62d7,0x062e4,13,reserved_zero,high,0x00 × 13,may be deprecated/disabled field cleared by Ford
0x062e4,0x101d62e4,0x062f6,18,u16_table,low,"[16, 20, 20, 20, 20, 20, 20, 20, ... (9 total)]",contiguous u16 values in plausible range
0x062f6,0x101d62f6,0x062f7,1,unknown,low,0a,no classifier heuristic matched
0x062f7,0x101d62f7,0x06304,13,reserved_zero,high,0x00 × 13,may be deprecated/disabled field cleared by Ford
0x06304,0x101d6304,0x06316,18,u16_table,low,"[16, 20, 20, 20, 20, 20, 20, 20, ... (9 total)]",contiguous u16 values in plausible range
0x06316,0x101d6316,0x06317,1,unknown,low,0a,no classifier heuristic matched
0x06317,0x101d6317,0x06324,13,reserved_zero,high,0x00 × 13,may be deprecated/disabled field cleared by Ford
0x06324,0x101d6324,0x06336,18,u16_table,low,"[16, 20, 20, 20, 20, 20, 20, 20, ... (9 total)]",contiguous u16 values in plausible range
0x06336,0x101d6336,0x06337,1,unknown,low,0a,no classifier heuristic matched
0x06337,0x101d6337,0x06344,13,reserved_zero,high,0x00 × 13,may be deprecated/disabled field cleared by Ford
0x06344,0x101d6344,0x06466,290,u16_table,low,"[77, 230, 435, 717, 1024, 1126, 2560, 0, ... (145 total)]",contiguous u16 values in plausible range
0x06466,0x101d6466,0x064aa,68,unknown,low,00 32 00 50 00 00 00 1e 00 32 00 50 ...,no classifier heuristic matched
0x064aa,0x101d64aa,0x06502,88,u16_table,low,"[82, 56, 41, 0, 82, 56, 41, 0, ... (44 total)]",contiguous u16 values in plausible range
0x06502,0x101d6502,0x06504,2,unknown,low,00 28,no classifier heuristic matched
0x06504,0x101d6504,0x0650e,10,u16_table,low,"[0, 1280, 3840, 6400, 9600]",contiguous u16 values in plausible range
0x0650e,0x101d650e,0x06510,2,unknown,low,00 32,no classifier heuristic matched
0x06510,0x101d6510,0x06514,4,float_scalar,low,8207,standalone float32
0x06514,0x101d6514,0x06522,14,unknown,low,00 50 00 5a 00 64 00 6e 00 00 20 00 ...,no classifier heuristic matched
0x06522,0x101d6522,0x0652c,10,u16_table,low,"[256, 384, 3277, 3277, 2000]",contiguous u16 values in plausible range
0x0652c,0x101d652c,0x0652e,2,unknown,low,cd fe,no classifier heuristic matched
0x0652e,0x101d652e,0x06542,20,u16_table,low,"[307, 77, 102, 3277, 256, 384, 1280, 3200, ... (10 total)]",contiguous u16 values in plausible range
0x06542,0x101d6542,0x06546,4,unknown,low,00 2d 00 32,no classifier heuristic matched
0x06546,0x101d6546,0x06568,34,u16_table,low,"[109, 256, 1678, 419, 236, 315, 1000, 262, ... (17 total)]",contiguous u16 values in plausible range
0x06568,0x101d6568,0x06572,10,unknown,low,00 28 00 e8 00 18 00 a0 00 60,no classifier heuristic matched
0x06572,0x101d6572,0x0657a,8,u16_table,low,"[769, 371, 256, 0]",contiguous u16 values in plausible range
0x0657a,0x101d657a,0x0657c,2,unknown,low,fe 42,no classifier heuristic matched
0x0657c,0x101d657c,0x06582,6,packed_bytes,low,"[0x00, 0x00, 0x00, 0x04, 0x00, 0x00]","bytes <= 15, likely flags/enums/counts"
0x06582,0x101d6582,0x06584,2,unknown,low,80 40,no classifier heuristic matched
0x06584,0x101d6584,0x06588,4,float_scalar,low,12.7501,standalone float32
0x06588,0x101d6588,0x06590,8,unknown,low,80 00 58 51 00 02 78 51,no classifier heuristic matched
0x06590,0x101d6590,0x06594,4,float_scalar,low,127,standalone float32
0x06594,0x101d6594,0x065a0,12,u16_table,low,"[512, 4096, 32, 16, 128, 64]",contiguous u16 values in plausible range
0x065a0,0x101d65a0,0x065a2,2,unknown,low,00 30,no classifier heuristic matched
0x065a2,0x101d65a2,0x065b4,18,u16_table,low,"[800, 3571, 256, 768, 771, 0, 2580, 5161, ... (9 total)]",contiguous u16 values in plausible range
0x065b4,0x101d65b4,0x065b8,4,unknown,low,29 28 3d 32,no classifier heuristic matched
0x065b8,0x101d65b8,0x065bc,4,float_scalar,low,14735.1,standalone float32
0x065bc,0x101d65bc,0x065c8,12,unknown,low,7b 50 66 5a 7b 64 00 00 00 80 c3 a5,no classifier heuristic matched
0x065c8,0x101d65c8,0x065cc,4,float_scalar,low,-0.0251144,standalone float32
0x065cc,0x101d65cc,0x065d0,4,unknown,low,c3 a5 00 80,no classifier heuristic matched
0x065d0,0x101d65d0,0x065d4,4,float_scalar,low,179.352,standalone float32
0x065d4,0x101d65d4,0x065da,6,unknown,low,33 43 3d 5a 00 80,no classifier heuristic matched
0x065da,0x101d65da,0x065e2,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x065e2,0x101d65e2,0x065e4,2,unknown,low,01 01,no classifier heuristic matched
0x065e4,0x101d65e4,0x065f3,15,reserved_zero,high,0x00 × 15,may be deprecated/disabled field cleared by Ford
0x065f3,0x101d65f3,0x065f4,1,unknown,low,40,no classifier heuristic matched
0x065f4,0x101d65f4,0x06618,36,float_table,low,"[3, 2, 3, 2, 3, 3, ... (9 total)]",contiguous plausible float32s
0x06618,0x101d6618,0x06620,8,u16_table,low,"[771, 1284, 2567, 2827]",contiguous u16 values in plausible range
0x06620,0x101d6620,0x06680,96,float_table,low,"[1, 0.01, 1, 0.01, 1, 0.01, ... (24 total)]",contiguous plausible float32s
0x06680,0x101d6680,0x06682,2,unknown,low,cd cc,no classifier heuristic matched
0x06682,0x101d6682,0x066a4,34,timer_cluster,medium,"[48844, 39322, 48793, 0, 17558, 0, 0, 52429, ... (17 total)]",8/17 look like timer sentinels
0x066a4,0x101d66a4,0x066b8,20,reserved_zero,high,0x00 × 20,may be deprecated/disabled field cleared by Ford
0x066b8,0x101d66b8,0x06764,172,float_table,low,"[1.35, 0.2, -10, 0.15, 1, 0.8, ... (43 total)]",contiguous plausible float32s
0x06764,0x101d6764,0x06766,2,unknown,low,cd cc,no classifier heuristic matched
0x06766,0x101d6766,0x06770,10,timer_cluster,medium,"[16204, 0, 16384, 0, 16672]",2/5 look like timer sentinels
0x06770,0x101d6770,0x0677c,12,float_axis,medium,"[63, 2, 1]",monotonic dec
0x0677c,0x101d677c,0x0678a,14,u16_table,low,"[256, 0, 0, 1024, 6144, 0, 7353]",contiguous u16 values in plausible range
0x0678a,0x101d678a,0x067ac,34,unknown,low,19 bc cd 04 00 00 33 00 00 a0 00 fc ...,no classifier heuristic matched
0x067ac,0x101d67ac,0x067b0,4,float_scalar,low,-54553.6,standalone float32
0x067b0,0x101d67b0,0x067b6,6,unknown,low,55 c7 be ff be ff,no classifier heuristic matched
0x067b6,0x101d67b6,0x067c4,14,u16_table,low,"[33, 257, 8192, 38, 2464, 255, 6694]",contiguous u16 values in plausible range
0x067c4,0x101d67c4,0x067d4,16,unknown,low,c0 fd 40 00 01 06 f8 0d 00 80 c0 01 ...,no classifier heuristic matched
0x067d4,0x101d67d4,0x067f4,32,reserved_zero,high,0x00 × 32,may be deprecated/disabled field cleared by Ford
0x067f4,0x101d67f4,0x06810,28,float_table,low,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, ... (7 total)]",contiguous plausible float32s
0x06810,0x101d6810,0x06812,2,unknown,low,cd cc,no classifier heuristic matched
0x06812,0x101d6812,0x06834,34,timer_cluster,medium,"[15820, 0, 16256, 0, 16256, 0, 16256, 0, ... (17 total)]",8/17 look like timer sentinels
0x06834,0x101d6834,0x06876,66,reserved_zero,high,0x00 × 66,may be deprecated/disabled field cleared by Ford
0x06876,0x101d6876,0x06878,2,unknown,low,a0 c0,no classifier heuristic matched
0x06878,0x101d6878,0x068f0,120,float_table,low,"[-5, -5, -5, -25, -30, -40, ... (30 total)]",contiguous plausible float32s
0x068f0,0x101d68f0,0x068f2,2,unknown,low,8e e3,no classifier heuristic matched
0x068f2,0x101d68f2,0x06904,18,timer_cluster,medium,"[17054, 0, 49696, 0, 49696, 0, 49696, 0, ... (9 total)]",4/9 look like timer sentinels
0x06904,0x101d6904,0x0690e,10,reserved_zero,high,0x00 × 10,may be deprecated/disabled field cleared by Ford
0x0690e,0x101d690e,0x06910,2,unknown,low,a0 40,no classifier heuristic matched
0x06910,0x101d6910,0x0691c,12,float_table,low,"[5, 18.52, 24.07]",contiguous plausible float32s
0x0691c,0x101d691c,0x0691e,2,unknown,low,7b 09,no classifier heuristic matched
0x0691e,0x101d691e,0x06928,10,timer_cluster,medium,"[16877, 0, 16872, 0, 16256]",2/5 look like timer sentinels
0x06928,0x101d6928,0x06934,12,float_axis,medium,"[1, 0.7, 0.3]",monotonic dec
0x06934,0x101d6934,0x06946,18,reserved_zero,high,0x00 × 18,may be deprecated/disabled field cleared by Ford
0x06946,0x101d6946,0x06964,30,timer_cluster,medium,"[16792, 0, 16792, 0, 16792, 0, 16792, 0, ... (15 total)]",7/15 look like timer sentinels
0x06964,0x101d6964,0x0697c,24,unknown,low,00 f0 00 f0 00 f0 00 f0 00 f0 00 f0 ...,no classifier heuristic matched
0x0697c,0x101d697c,0x0698c,16,u16_table,low,"[512, 512, 512, 1024, 1536, 1536, 1536, 1536]",contiguous u16 values in plausible range
0x0698c,0x101d698c,0x06994,8,unknown,low,00 56 00 56 00 56 00 56,no classifier heuristic matched
0x06994,0x101d6994,0x0699c,8,u16_table,low,"[8192, 7168, 7168, 7168]",contiguous u16 values in plausible range
0x0699c,0x101d699c,0x069a0,4,float_scalar,low,1.91049e-06,standalone float32
0x069a0,0x101d69a0,0x069a4,4,float_scalar,low,1.91049e-06,standalone float32
0x069a4,0x101d69a4,0x069ac,8,u16_table,low,"[5632, 5632, 5632, 5632]",contiguous u16 values in plausible range
0x069ac,0x101d69ac,0x069be,18,reserved_zero,high,0x00 × 18,may be deprecated/disabled field cleared by Ford
0x069be,0x101d69be,0x069ce,16,u16_table,low,"[410, 410, 410, 614, 1024, 410, 410, 1311]",contiguous u16 values in plausible range
0x069ce,0x101d69ce,0x069da,12,u16_axis,medium,"[1311, 1147, 983, 819, 590, 393]","monotonic u16 axis, dec"
0x069da,0x101d69da,0x069db,1,unknown,low,e5,no classifier heuristic matched
0x069db,0x101d69db,0x069ed,18,reserved_zero,high,0x00 × 18,may be deprecated/disabled field cleared by Ford
0x069ed,0x101d69ed,0x06a0c,31,unknown,low,0f 00 0f 00 1e 00 1e 00 28 00 28 00 ...,no classifier heuristic matched
0x06a0c,0x101d6a0c,0x06a1c,16,reserved_zero,high,0x00 × 16,may be deprecated/disabled field cleared by Ford
0x06a1c,0x101d6a1c,0x06a2c,16,u16_table,low,"[246, 246, 410, 573, 573, 819, 819, 819]",contiguous u16 values in plausible range
0x06a2c,0x101d6a2c,0x06a30,4,float_scalar,low,8.43469e+06,standalone float32
0x06a30,0x101d6a30,0x06a3c,12,u16_table,low,"[9600, 7680, 6400, 3840, 2560, 2560]",contiguous u16 values in plausible range
0x06a3c,0x101d6a3c,0x06a6c,48,unknown,low,00 80 00 80 00 80 00 80 00 78 9a 69 ...,no classifier heuristic matched
0x06a6c,0x101d6a6c,0x06a70,4,float_scalar,low,397.722,standalone float32
0x06a70,0x101d6a70,0x06a8c,28,float_axis,medium,"[397.7, 425.4, 723.1, 1719, 2689, 5821, ... (7 total)]",monotonic inc
0x06a8c,0x101d6a8c,0x06ab6,42,reserved_zero,high,0x00 × 42,may be deprecated/disabled field cleared by Ford
0x06ab6,0x101d6ab6,0x06ab8,2,unknown,low,20 41,no classifier heuristic matched
0x06ab8,0x101d6ab8,0x06b2c,116,float_table,low,"[20, 30, 40, 50, 60, 70, ... (29 total)]",contiguous plausible float32s
0x06b2c,0x101d6b2c,0x06b3c,16,float_axis,medium,"[0, 40, 120, 220]",monotonic inc
0x06b3c,0x101d6b3c,0x06b54,24,unknown,low,00 60 00 60 00 60 00 60 00 60 00 60 ...,no classifier heuristic matched
0x06b54,0x101d6b54,0x06b58,4,float_scalar,low,14740,standalone float32
0x06b58,0x101d6b58,0x06b5a,2,unknown,low,00 40,no classifier heuristic matched
0x06b5a,0x101d6b5a,0x06b62,8,u16_table,low,"[819, 0, 3840, 7680]",contiguous u16 values in plausible range
0x06b62,0x101d6b62,0x06b6c,10,unknown,low,00 3c 00 64 00 82 00 a0 00 dc,no classifier heuristic matched
0x06b6c,0x101d6b6c,0x06b74,8,u16_table,low,"[0, 13, 640, 3840]",contiguous u16 values in plausible range
0x06b74,0x101d6b74,0x06bc8,84,unknown,low,00 32 00 00 b0 ff b0 ff b0 ff b0 ff ...,no classifier heuristic matched
0x06bc8,0x101d6bc8,0x06bd6,14,u16_table,low,"[1, 0, 256, 16, 2, 2, 640]",contiguous u16 values in plausible range
0x06bd6,0x101d6bd6,0x06be0,10,reserved_zero,high,0x00 × 10,may be deprecated/disabled field cleared by Ford
0x06be0,0x101d6be0,0x06bea,10,unknown,low,29 a0 00 00 29 01 10 00 29 a0,no classifier heuristic matched
0x06bea,0x101d6bea,0x06c00,22,u16_table,low,"[32, 1, 0, 1, 0, 1, 0, 1, ... (11 total)]",contiguous u16 values in plausible range
0x06c00,0x101d6c00,0x06c1e,30,unknown,low,29 a0 00 00 29 a0 20 10 5e df 04 00 ...,no classifier heuristic matched
0x06c1e,0x101d6c1e,0x06c28,10,u16_table,low,"[2, 12, 2, 12, 3]",contiguous u16 values in plausible range
0x06c28,0x101d6c28,0x06c42,26,unknown,low,5e 59 05 00 0c 51 01 00 ff ff 00 00 ...,no classifier heuristic matched
0x06c42,0x101d6c42,0x06c4c,10,u16_table,low,"[5041, 1280, 16, 60, 10]",contiguous u16 values in plausible range
0x06c4c,0x101d6c4c,0x06c64,24,unknown,low,6d 77 cd cc e1 fa 66 a6 00 48 33 b3 ...,no classifier heuristic matched
0x06c64,0x101d6c64,0x06c68,4,reserved_ff,high,0xFF × 4,padding/unused
0x06c68,0x101d6c68,0x06c6c,4,unknown,low,00 a8 00 af,no classifier heuristic matched
0x06c6c,0x101d6c6c,0x06c86,26,u16_table,low,"[6400, 2560, 100, 300, 4480, 4480, 4480, 3745, ... (13 total)]",contiguous u16 values in plausible range
0x06c86,0x101d6c86,0x06c88,2,unknown,low,00 64,no classifier heuristic matched
0x06c88,0x101d6c88,0x06c9a,18,u16_table,low,"[5248, 5248, 5248, 3197, 3121, 5376, 640, 620, ... (9 total)]",contiguous u16 values in plausible range
0x06c9a,0x101d6c9a,0x06c9c,2,unknown,low,00 64,no classifier heuristic matched
0x06c9c,0x101d6c9c,0x06cae,18,u16_table,low,"[5248, 5248, 5248, 3197, 3121, 5376, 640, 620, ... (9 total)]",contiguous u16 values in plausible range
0x06cae,0x101d6cae,0x06cb4,6,unknown,low,00 64 37 00 32 00,no classifier heuristic matched
0x06cb4,0x101d6cb4,0x06cb8,4,reserved_ff,high,0xFF × 4,padding/unused
0x06cb8,0x101d6cb8,0x06cc0,8,unknown,low,cd 0c 66 54 00 05 00 32,no classifier heuristic matched
0x06cc0,0x101d6cc0,0x06cca,10,u16_table,low,"[1792, 1280, 3277, 2560, 2560]",contiguous u16 values in plausible range
0x06cca,0x101d6cca,0x06cd4,10,unknown,low,00 40 00 0a e0 ff 33 33 33 33,no classifier heuristic matched
0x06cd4,0x101d6cd4,0x06cd8,4,float_scalar,low,2.00625,standalone float32
0x06cd8,0x101d6cd8,0x06cdc,4,float_scalar,low,2.00156,standalone float32
0x06cdc,0x101d6cdc,0x06cf2,22,unknown,low,9a 19 33 33 6a 2e 33 33 00 0a 00 00 ...,no classifier heuristic matched
0x06cf2,0x101d6cf2,0x06d14,34,u16_table,low,"[16, 160, 48, 48, 16, 160, 48, 48, ... (17 total)]",contiguous u16 values in plausible range
0x06d14,0x101d6d14,0x06d16,2,unknown,low,00 e4,no classifier heuristic matched
0x06d16,0x101d6d16,0x06d26,16,u16_table,low,"[16, 160, 16, 160, 16, 160, 32, 128]",contiguous u16 values in plausible range
0x06d26,0x101d6d26,0x06d28,2,unknown,low,00 70,no classifier heuristic matched
0x06d28,0x101d6d28,0x06d3c,20,u16_table,low,"[16, 160, 80, 128, 16, 160, 48, 112, ... (10 total)]",contiguous u16 values in plausible range
0x06d3c,0x101d6d3c,0x06d4a,14,unknown,low,66 54 00 00 00 80 00 80 f4 01 a4 d3 ...,no classifier heuristic matched
0x06d4a,0x101d6d4a,0x06d4e,4,reserved_ff,high,0xFF × 4,padding/unused
0x06d4e,0x101d6d4e,0x06d5f,17,reserved_zero,high,0x00 × 17,may be deprecated/disabled field cleared by Ford
0x06d5f,0x101d6d5f,0x06d60,1,unknown,low,80,no classifier heuristic matched
0x06d60,0x101d6d60,0x06d6a,10,reserved_zero,high,0x00 × 10,may be deprecated/disabled field cleared by Ford
0x06d6a,0x101d6d6a,0x06d6b,1,unknown,low,5b,no classifier heuristic matched
0x06d6b,0x101d6d6b,0x06d71,6,packed_bytes,low,"[0x0e, 0x00, 0x00, 0x00, 0x00, 0x00]","bytes <= 15, likely flags/enums/counts"
0x06d71,0x101d6d71,0x06d78,7,unknown,low,fa 4e 92 39 94 17 a9,no classifier heuristic matched
0x06d78,0x101d6d78,0x06d7c,4,float_scalar,low,514.5,standalone float32
0x06d7c,0x101d6d7c,0x06d80,4,unknown,low,ae 07 33 33,no classifier heuristic matched
0x06d80,0x101d6d80,0x06d8a,10,u16_table,low,"[33, 33, 33, 33, 1638]",contiguous u16 values in plausible range
0x06d8a,0x101d6d8a,0x06d8c,2,unknown,low,00 44,no classifier heuristic matched
0x06d8c,0x101d6d8c,0x06d94,8,u16_table,low,"[33, 33, 33, 33]",contiguous u16 values in plausible range
0x06d94,0x101d6d94,0x06d98,4,unknown,low,33 f7 33 f7,no classifier heuristic matched
0x06d98,0x101d6d98,0x06da0,8,timer_cluster,medium,"[0, 0, 3891, 3891]",2/4 look like timer sentinels
0x06da0,0x101d6da0,0x06db0,16,unknown,low,48 f1 33 f7 66 f8 33 f5 8f 20 8f 20 ...,no classifier heuristic matched
0x06db0,0x101d6db0,0x06dbe,14,u16_table,low,"[2171, 2048, 3891, 4096, 1408, 7680, 5000]",contiguous u16 values in plausible range
0x06dbe,0x101d6dbe,0x06dc6,8,unknown,low,66 66 66 66 80 02 33 33,no classifier heuristic matched
0x06dc6,0x101d6dc6,0x06dd0,10,u16_axis,medium,"[100, 500, 600, 800, 1000]","monotonic u16 axis, inc"
0x06dd0,0x101d6dd0,0x06dd2,2,unknown,low,ff ff,no classifier heuristic matched
0x06dd2,0x101d6dd2,0x06de0,14,u16_table,low,"[448, 320, 0, 640, 960, 6554, 461]",contiguous u16 values in plausible range
0x06de0,0x101d6de0,0x06df0,16,unknown,low,00 80 00 64 b3 00 1f 05 1f 05 33 f3 ...,no classifier heuristic matched
0x06df0,0x101d6df0,0x06df4,4,float_scalar,low,83.5068,standalone float32
